YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2014,1,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2014,1,AL,Total Electric Power Industry,Total,14290946
2014,1,AL,Total Electric Power Industry,Coal,4489616
2014,1,AL,Total Electric Power Industry,Hydroelectric Conventional,1344748
2014,1,AL,Total Electric Power Industry,Natural Gas,4365823
2014,1,AL,Total Electric Power Industry,Nuclear,3744647
2014,1,AL,Total Electric Power Industry,Other,141
2014,1,AL,Total Electric Power Industry,Other Biomass,1051
2014,1,AL,Total Electric Power Industry,Other Gases,15782
2014,1,AL,Total Electric Power Industry,Petroleum,39789
2014,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,289350
2014,1,AL,"Electric Generators, Independent Power Producers",Total,2460316
2014,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,2449624
2014,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,934
2014,1,AL,"Electric Generators, Independent Power Producers",Petroleum,9758
2014,1,AL,"Electric Generators, Electric Utilities",Total,10963592
2014,1,AL,"Electric Generators, Electric Utilities",Coal,4469259
2014,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1344748
2014,1,AL,"Electric Generators, Electric Utilities",Natural Gas,1382642
2014,1,AL,"Electric Generators, Electric Utilities",Nuclear,3744647
2014,1,AL,"Electric Generators, Electric Utilities",Petroleum,22297
2014,1,AL,"Combined Heat and Power, Industrial Power",Total,410295
2014,1,AL,"Combined Heat and Power, Industrial Power",Coal,20357
2014,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,94544
2014,1,AL,"Combined Heat and Power, Industrial Power",Other,141
2014,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,117
2014,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,15782
2014,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,7734
2014,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,271619
2014,1,AL,"Combined Heat and Power, Electric Power",Total,456743
2014,1,AL,"Combined Heat and Power, Electric Power",Coal,0
2014,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,439013
2014,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,17730
2014,1,AR,Total Electric Power Industry,Total,5638767
2014,1,AR,Total Electric Power Industry,Coal,3072837
2014,1,AR,Total Electric Power Industry,Hydroelectric Conventional,286357
2014,1,AR,Total Electric Power Industry,Natural Gas,1011247
2014,1,AR,Total Electric Power Industry,Nuclear,1128306
2014,1,AR,Total Electric Power Industry,Other,1303
2014,1,AR,Total Electric Power Industry,Other Biomass,11101
2014,1,AR,Total Electric Power Industry,Petroleum,2362
2014,1,AR,Total Electric Power Industry,Pumped Storage,6803
2014,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,118451
2014,1,AR,"Electric Generators, Independent Power Producers",Total,1258011
2014,1,AR,"Electric Generators, Independent Power Producers",Coal,452964
2014,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1798
2014,1,AR,"Electric Generators, Independent Power Producers",Natural Gas,797819
2014,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,4950
2014,1,AR,"Electric Generators, Independent Power Producers",Petroleum,481
2014,1,AR,"Electric Generators, Electric Utilities",Total,4135078
2014,1,AR,"Electric Generators, Electric Utilities",Coal,2613809
2014,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,284559
2014,1,AR,"Electric Generators, Electric Utilities",Natural Gas,100424
2014,1,AR,"Electric Generators, Electric Utilities",Nuclear,1128306
2014,1,AR,"Electric Generators, Electric Utilities",Petroleum,1178
2014,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,6803
2014,1,AR,"Combined Heat and Power, Industrial Power",Total,160174
2014,1,AR,"Combined Heat and Power, Industrial Power",Coal,6065
2014,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,33653
2014,1,AR,"Combined Heat and Power, Industrial Power",Other,1303
2014,1,AR,"Combined Heat and Power, Industrial Power",Other Biomass,0
2014,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,703
2014,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,118451
2014,1,AR,"Combined Heat and Power, Electric Power",Total,84934
2014,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,79252
2014,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,5682
2014,1,AR,"Combined Heat and Power, Commercial Power",Total,569
2014,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,99
2014,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,470
2014,1,AZ,Total Electric Power Industry,Total,9046791
2014,1,AZ,Total Electric Power Industry,Coal,3916030
2014,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,498839
2014,1,AZ,Total Electric Power Industry,Natural Gas,1410173
2014,1,AZ,Total Electric Power Industry,Nuclear,2976752
2014,1,AZ,Total Electric Power Industry,Other,0
2014,1,AZ,Total Electric Power Industry,Other Biomass,5532
2014,1,AZ,Total Electric Power Industry,Petroleum,3553
2014,1,AZ,Total Electric Power Industry,Pumped Storage,6330
2014,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,185579
2014,1,AZ,Total Electric Power Industry,Wind,29082
2014,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,14921
2014,1,AZ,"Electric Generators, Independent Power Producers",Total,1045025
2014,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,833973
2014,1,AZ,"Electric Generators, Independent Power Producers",Other,0
2014,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,3440
2014,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,163609
2014,1,AZ,"Electric Generators, Independent Power Producers",Wind,29082
2014,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,14921
2014,1,AZ,"Electric Generators, Electric Utilities",Total,7969552
2014,1,AZ,"Electric Generators, Electric Utilities",Coal,3916030
2014,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,498839
2014,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,545107
2014,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2976752
2014,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,2092
2014,1,AZ,"Electric Generators, Electric Utilities",Petroleum,3550
2014,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,6330
2014,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,20852
2014,1,AZ,"Combined Heat and Power, Electric Power",Total,18537
2014,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,18537
2014,1,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2014,1,AZ,"Combined Heat and Power, Commercial Power",Total,13677
2014,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,12556
2014,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,3
2014,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1117
2014,1,CA,Total Electric Power Industry,Total,15662855
2014,1,CA,Total Electric Power Industry,Coal,25109
2014,1,CA,Total Electric Power Industry,Geothermal,1047824
2014,1,CA,Total Electric Power Industry,Hydroelectric Conventional,811190
2014,1,CA,Total Electric Power Industry,Natural Gas,10424212
2014,1,CA,Total Electric Power Industry,Nuclear,1597319
2014,1,CA,Total Electric Power Industry,Other,70787
2014,1,CA,Total Electric Power Industry,Other Biomass,244434
2014,1,CA,Total Electric Power Industry,Other Gases,92957
2014,1,CA,Total Electric Power Industry,Petroleum,5975
2014,1,CA,Total Electric Power Industry,Pumped Storage,-220
2014,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,388108
2014,1,CA,Total Electric Power Industry,Wind,606523
2014,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,348638
2014,1,CA,"Electric Generators, Independent Power Producers",Total,6900398
2014,1,CA,"Electric Generators, Independent Power Producers",Geothermal,951413
2014,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,32341
2014,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,4642596
2014,1,CA,"Electric Generators, Independent Power Producers",Other,9100
2014,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,118187
2014,1,CA,"Electric Generators, Independent Power Producers",Petroleum,2551
2014,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,358171
2014,1,CA,"Electric Generators, Independent Power Producers",Wind,543526
2014,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,242512
2014,1,CA,"Electric Generators, Electric Utilities",Total,5335881
2014,1,CA,"Electric Generators, Electric Utilities",Geothermal,72388
2014,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,778769
2014,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2780873
2014,1,CA,"Electric Generators, Electric Utilities",Nuclear,1597319
2014,1,CA,"Electric Generators, Electric Utilities",Other,0
2014,1,CA,"Electric Generators, Electric Utilities",Other Biomass,16894
2014,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2014,1,CA,"Electric Generators, Electric Utilities",Petroleum,2219
2014,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-220
2014,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,24848
2014,1,CA,"Electric Generators, Electric Utilities",Wind,62792
2014,1,CA,"Combined Heat and Power, Industrial Power",Total,1365141
2014,1,CA,"Combined Heat and Power, Industrial Power",Coal,24741
2014,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1131611
2014,1,CA,"Combined Heat and Power, Industrial Power",Other,51568
2014,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,528
2014,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,92957
2014,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,232
2014,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,272
2014,1,CA,"Combined Heat and Power, Industrial Power",Wind,133
2014,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,63100
2014,1,CA,"Combined Heat and Power, Electric Power",Total,1813934
2014,1,CA,"Combined Heat and Power, Electric Power",Coal,368
2014,1,CA,"Combined Heat and Power, Electric Power",Geothermal,24023
2014,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1718193
2014,1,CA,"Combined Heat and Power, Electric Power",Other,10119
2014,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,17360
2014,1,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2014,1,CA,"Combined Heat and Power, Electric Power",Petroleum,844
2014,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,43027
2014,1,CA,"Combined Heat and Power, Commercial Power",Total,247501
2014,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,80
2014,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,150939
2014,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,91465
2014,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,129
2014,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,4818
2014,1,CA,"Combined Heat and Power, Commercial Power",Wind,71
2014,1,CO,Total Electric Power Industry,Total,4903415
2014,1,CO,Total Electric Power Industry,Coal,3171885
2014,1,CO,Total Electric Power Industry,Hydroelectric Conventional,133557
2014,1,CO,Total Electric Power Industry,Natural Gas,784706
2014,1,CO,Total Electric Power Industry,Other,3809
2014,1,CO,Total Electric Power Industry,Other Biomass,7442
2014,1,CO,Total Electric Power Industry,Petroleum,1549
2014,1,CO,Total Electric Power Industry,Pumped Storage,-20088
2014,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,15613
2014,1,CO,Total Electric Power Industry,Wind,804751
2014,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,190
2014,1,CO,"Electric Generators, Independent Power Producers",Total,1115503
2014,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,13667
2014,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,299774
2014,1,CO,"Electric Generators, Independent Power Producers",Other,949
2014,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3721
2014,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2014,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,14972
2014,1,CO,"Electric Generators, Independent Power Producers",Wind,782420
2014,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2014,1,CO,"Electric Generators, Electric Utilities",Total,3760567
2014,1,CO,"Electric Generators, Electric Utilities",Coal,3163908
2014,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,119368
2014,1,CO,"Electric Generators, Electric Utilities",Natural Gas,473746
2014,1,CO,"Electric Generators, Electric Utilities",Petroleum,1547
2014,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-20088
2014,1,CO,"Electric Generators, Electric Utilities",Wind,21896
2014,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,190
2014,1,CO,"Combined Heat and Power, Industrial Power",Total,4813
2014,1,CO,"Combined Heat and Power, Industrial Power",Coal,153
2014,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1582
2014,1,CO,"Combined Heat and Power, Industrial Power",Other,2860
2014,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,3
2014,1,CO,"Combined Heat and Power, Industrial Power",Wind,216
2014,1,CO,"Combined Heat and Power, Electric Power",Total,18488
2014,1,CO,"Combined Heat and Power, Electric Power",Coal,7824
2014,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,6943
2014,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,3721
2014,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2014,1,CO,"Combined Heat and Power, Commercial Power",Total,4044
2014,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,522
2014,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,2660
2014,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2014,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,642
2014,1,CO,"Combined Heat and Power, Commercial Power",Wind,220
2014,1,CT,Total Electric Power Industry,Total,3059928
2014,1,CT,Total Electric Power Industry,Coal,171748
2014,1,CT,Total Electric Power Industry,Hydroelectric Conventional,40684
2014,1,CT,Total Electric Power Industry,Natural Gas,888538
2014,1,CT,Total Electric Power Industry,Nuclear,1547921
2014,1,CT,Total Electric Power Industry,Other,50609
2014,1,CT,Total Electric Power Industry,Other Biomass,55247
2014,1,CT,Total Electric Power Industry,Petroleum,288247
2014,1,CT,Total Electric Power Industry,Pumped Storage,3967
2014,1,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,633
2014,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,12334
2014,1,CT,"Electric Generators, Independent Power Producers",Total,2959407
2014,1,CT,"Electric Generators, Independent Power Producers",Coal,171748
2014,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,37131
2014,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,802407
2014,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1547921
2014,1,CT,"Electric Generators, Independent Power Producers",Other,48420
2014,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,52801
2014,1,CT,"Electric Generators, Independent Power Producers",Petroleum,282357
2014,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,3967
2014,1,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,633
2014,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,12021
2014,1,CT,"Electric Generators, Electric Utilities",Total,8640
2014,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3553
2014,1,CT,"Electric Generators, Electric Utilities",Natural Gas,3642
2014,1,CT,"Electric Generators, Electric Utilities",Petroleum,1445
2014,1,CT,"Combined Heat and Power, Industrial Power",Total,49030
2014,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,46246
2014,1,CT,"Combined Heat and Power, Industrial Power",Other,0
2014,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,2784
2014,1,CT,"Combined Heat and Power, Electric Power",Total,13649
2014,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,13307
2014,1,CT,"Combined Heat and Power, Electric Power",Petroleum,342
2014,1,CT,"Combined Heat and Power, Commercial Power",Total,29203
2014,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,22936
2014,1,CT,"Combined Heat and Power, Commercial Power",Other,2189
2014,1,CT,"Combined Heat and Power, Commercial Power",Other Biomass,2445
2014,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,1320
2014,1,CT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,313
2014,1,DC,Total Electric Power Industry,Total,5009
2014,1,DC,Total Electric Power Industry,Natural Gas,5009
2014,1,DC,Total Electric Power Industry,Petroleum,0
2014,1,DC,"Combined Heat and Power, Commercial Power",Total,5009
2014,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5009
2014,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2014,1,DE,Total Electric Power Industry,Total,602146
2014,1,DE,Total Electric Power Industry,Coal,167318
2014,1,DE,Total Electric Power Industry,Natural Gas,298943
2014,1,DE,Total Electric Power Industry,Other Biomass,4690
2014,1,DE,Total Electric Power Industry,Other Gases,15566
2014,1,DE,Total Electric Power Industry,Petroleum,112343
2014,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,2804
2014,1,DE,Total Electric Power Industry,Wind,481
2014,1,DE,"Electric Generators, Independent Power Producers",Total,464301
2014,1,DE,"Electric Generators, Independent Power Producers",Coal,167318
2014,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,197603
2014,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,4690
2014,1,DE,"Electric Generators, Independent Power Producers",Petroleum,92392
2014,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2298
2014,1,DE,"Electric Generators, Electric Utilities",Total,4082
2014,1,DE,"Electric Generators, Electric Utilities",Natural Gas,3239
2014,1,DE,"Electric Generators, Electric Utilities",Petroleum,337
2014,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,506
2014,1,DE,"Combined Heat and Power, Industrial Power",Total,63378
2014,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,47812
2014,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,15566
2014,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2014,1,DE,"Combined Heat and Power, Electric Power",Total,69903
2014,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2014,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,50290
2014,1,DE,"Combined Heat and Power, Electric Power",Other Biomass,0
2014,1,DE,"Combined Heat and Power, Electric Power",Petroleum,19614
2014,1,DE,"Combined Heat and Power, Commercial Power",Total,481
2014,1,DE,"Combined Heat and Power, Commercial Power",Wind,481
2014,1,FL,Total Electric Power Industry,Total,19061154
2014,1,FL,Total Electric Power Industry,Coal,4692282
2014,1,FL,Total Electric Power Industry,Hydroelectric Conventional,24195
2014,1,FL,Total Electric Power Industry,Natural Gas,10681686
2014,1,FL,Total Electric Power Industry,Nuclear,2734914
2014,1,FL,Total Electric Power Industry,Other,223836
2014,1,FL,Total Electric Power Industry,Other Biomass,204516
2014,1,FL,Total Electric Power Industry,Other Gases,304
2014,1,FL,Total Electric Power Industry,Petroleum,264768
2014,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,10503
2014,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,224149
2014,1,FL,"Electric Generators, Independent Power Producers",Total,706118
2014,1,FL,"Electric Generators, Independent Power Producers",Coal,0
2014,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,371670
2014,1,FL,"Electric Generators, Independent Power Producers",Other,113045
2014,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,140002
2014,1,FL,"Electric Generators, Independent Power Producers",Petroleum,686
2014,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1797
2014,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,78918
2014,1,FL,"Electric Generators, Electric Utilities",Total,17543747
2014,1,FL,"Electric Generators, Electric Utilities",Coal,4674906
2014,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,24195
2014,1,FL,"Electric Generators, Electric Utilities",Natural Gas,9834190
2014,1,FL,"Electric Generators, Electric Utilities",Nuclear,2734914
2014,1,FL,"Electric Generators, Electric Utilities",Other Biomass,7964
2014,1,FL,"Electric Generators, Electric Utilities",Petroleum,258966
2014,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8612
2014,1,FL,"Combined Heat and Power, Industrial Power",Total,435281
2014,1,FL,"Combined Heat and Power, Industrial Power",Coal,17376
2014,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,124438
2014,1,FL,"Combined Heat and Power, Industrial Power",Other,110791
2014,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,33870
2014,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,304
2014,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,5113
2014,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,143388
2014,1,FL,"Combined Heat and Power, Electric Power",Total,370222
2014,1,FL,"Combined Heat and Power, Electric Power",Coal,0
2014,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,348910
2014,1,FL,"Combined Heat and Power, Electric Power",Other,0
2014,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,19466
2014,1,FL,"Combined Heat and Power, Electric Power",Petroleum,3
2014,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1843
2014,1,FL,"Combined Heat and Power, Commercial Power",Total,5785
2014,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,2478
2014,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,3213
2014,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2014,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,94
2014,1,GA,Total Electric Power Industry,Total,12090542
2014,1,GA,Total Electric Power Industry,Coal,4996231
2014,1,GA,Total Electric Power Industry,Hydroelectric Conventional,442396
2014,1,GA,Total Electric Power Industry,Natural Gas,3138763
2014,1,GA,Total Electric Power Industry,Nuclear,3039576
2014,1,GA,Total Electric Power Industry,Other,5249
2014,1,GA,Total Electric Power Industry,Other Biomass,32490
2014,1,GA,Total Electric Power Industry,Petroleum,102613
2014,1,GA,Total Electric Power Industry,Pumped Storage,6251
2014,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,7969
2014,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,319005
2014,1,GA,"Electric Generators, Independent Power Producers",Total,806291
2014,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1558
2014,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,718191
2014,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,8012
2014,1,GA,"Electric Generators, Independent Power Producers",Petroleum,29617
2014,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7828
2014,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,41084
2014,1,GA,"Electric Generators, Electric Utilities",Total,10851040
2014,1,GA,"Electric Generators, Electric Utilities",Coal,4941117
2014,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,438772
2014,1,GA,"Electric Generators, Electric Utilities",Natural Gas,2377965
2014,1,GA,"Electric Generators, Electric Utilities",Nuclear,3039576
2014,1,GA,"Electric Generators, Electric Utilities",Other Biomass,0
2014,1,GA,"Electric Generators, Electric Utilities",Petroleum,47359
2014,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,6251
2014,1,GA,"Combined Heat and Power, Industrial Power",Total,426638
2014,1,GA,"Combined Heat and Power, Industrial Power",Coal,55114
2014,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2066
2014,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,40068
2014,1,GA,"Combined Heat and Power, Industrial Power",Other,5249
2014,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,21018
2014,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,25203
2014,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,277921
2014,1,GA,"Combined Heat and Power, Electric Power",Total,3908
2014,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,2538
2014,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,1078
2014,1,GA,"Combined Heat and Power, Electric Power",Petroleum,292
2014,1,GA,"Combined Heat and Power, Commercial Power",Total,2665
2014,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2014,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,2381
2014,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,143
2014,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,141
2014,1,HI,Total Electric Power Industry,Total,946939
2014,1,HI,Total Electric Power Industry,Coal,130482
2014,1,HI,Total Electric Power Industry,Geothermal,25572
2014,1,HI,Total Electric Power Industry,Hydroelectric Conventional,5448
2014,1,HI,Total Electric Power Industry,Other,17047
2014,1,HI,Total Electric Power Industry,Other Biomass,31574
2014,1,HI,Total Electric Power Industry,Other Gases,2794
2014,1,HI,Total Electric Power Industry,Petroleum,695851
