YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2012,1,AK,Total Electric Power Industry,Total,724707
2012,1,AK,Total Electric Power Industry,Coal,59799
2012,1,AK,Total Electric Power Industry,Hydroelectric Conventional,162652
2012,1,AK,Total Electric Power Industry,Natural Gas,385256
2012,1,AK,Total Electric Power Industry,Other,0
2012,1,AK,Total Electric Power Industry,Other Biomass,109
2012,1,AK,Total Electric Power Industry,Other Gases,245
2012,1,AK,Total Electric Power Industry,Petroleum,115561
2012,1,AK,Total Electric Power Industry,Wind,1085
2012,1,AK,"Electric Generators, Independent Power Producers",Total,306
2012,1,AK,"Electric Generators, Independent Power Producers",Other,0
2012,1,AK,"Electric Generators, Independent Power Producers",Wind,306
2012,1,AK,"Electric Generators, Electric Utilities",Total,672128
2012,1,AK,"Electric Generators, Electric Utilities",Coal,18464
2012,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,162652
2012,1,AK,"Electric Generators, Electric Utilities",Natural Gas,381300
2012,1,AK,"Electric Generators, Electric Utilities",Petroleum,108933
2012,1,AK,"Electric Generators, Electric Utilities",Wind,778
2012,1,AK,"Combined Heat and Power, Industrial Power",Total,9274
2012,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,3956
2012,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,109
2012,1,AK,"Combined Heat and Power, Industrial Power",Other Gases,245
2012,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,4964
2012,1,AK,"Combined Heat and Power, Electric Power",Total,15821
2012,1,AK,"Combined Heat and Power, Electric Power",Coal,15821
2012,1,AK,"Combined Heat and Power, Commercial Power",Total,27178
2012,1,AK,"Combined Heat and Power, Commercial Power",Coal,25514
2012,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2012,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,1664
2012,1,AL,Total Electric Power Industry,Total,13201660
2012,1,AL,Total Electric Power Industry,Coal,3105998
2012,1,AL,Total Electric Power Industry,Hydroelectric Conventional,1474069
2012,1,AL,Total Electric Power Industry,Natural Gas,4579879
2012,1,AL,Total Electric Power Industry,Nuclear,3737038
2012,1,AL,Total Electric Power Industry,Other,16709
2012,1,AL,Total Electric Power Industry,Other Biomass,300
2012,1,AL,Total Electric Power Industry,Other Gases,27572
2012,1,AL,Total Electric Power Industry,Petroleum,17116
2012,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,242979
2012,1,AL,"Electric Generators, Independent Power Producers",Total,2955502
2012,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,2955387
2012,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,0
2012,1,AL,"Electric Generators, Independent Power Producers",Petroleum,115
2012,1,AL,"Electric Generators, Electric Utilities",Total,9654173
2012,1,AL,"Electric Generators, Electric Utilities",Coal,3082869
2012,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1474069
2012,1,AL,"Electric Generators, Electric Utilities",Natural Gas,1354497
2012,1,AL,"Electric Generators, Electric Utilities",Nuclear,3737038
2012,1,AL,"Electric Generators, Electric Utilities",Other Biomass,0
2012,1,AL,"Electric Generators, Electric Utilities",Petroleum,5700
2012,1,AL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2012,1,AL,"Combined Heat and Power, Industrial Power",Total,381413
2012,1,AL,"Combined Heat and Power, Industrial Power",Coal,20072
2012,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,77121
2012,1,AL,"Combined Heat and Power, Industrial Power",Other,16709
2012,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,300
2012,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,27572
2012,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,11301
2012,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,228339
2012,1,AL,"Combined Heat and Power, Electric Power",Total,210572
2012,1,AL,"Combined Heat and Power, Electric Power",Coal,3057
2012,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,192875
2012,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,14640
2012,1,AR,Total Electric Power Industry,Total,5896278
2012,1,AR,Total Electric Power Industry,Coal,2750301
2012,1,AR,Total Electric Power Industry,Hydroelectric Conventional,291198
2012,1,AR,Total Electric Power Industry,Natural Gas,1335118
2012,1,AR,Total Electric Power Industry,Nuclear,1368457
2012,1,AR,Total Electric Power Industry,Other,2866
2012,1,AR,Total Electric Power Industry,Other Biomass,-535
2012,1,AR,Total Electric Power Industry,Petroleum,3222
2012,1,AR,Total Electric Power Industry,Pumped Storage,6621
2012,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,139029
2012,1,AR,"Electric Generators, Independent Power Producers",Total,1528820
2012,1,AR,"Electric Generators, Independent Power Producers",Coal,431858
2012,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5665
2012,1,AR,"Electric Generators, Independent Power Producers",Natural Gas,1090176
2012,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,184
2012,1,AR,"Electric Generators, Independent Power Producers",Petroleum,937
2012,1,AR,"Electric Generators, Electric Utilities",Total,4055426
2012,1,AR,"Electric Generators, Electric Utilities",Coal,2307183
2012,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,285533
2012,1,AR,"Electric Generators, Electric Utilities",Natural Gas,85668
2012,1,AR,"Electric Generators, Electric Utilities",Nuclear,1368457
2012,1,AR,"Electric Generators, Electric Utilities",Petroleum,1964
2012,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,6621
2012,1,AR,"Combined Heat and Power, Industrial Power",Total,177692
2012,1,AR,"Combined Heat and Power, Industrial Power",Coal,11260
2012,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,24217
2012,1,AR,"Combined Heat and Power, Industrial Power",Other,2866
2012,1,AR,"Combined Heat and Power, Industrial Power",Other Biomass,0
2012,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,321
2012,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,139029
2012,1,AR,"Combined Heat and Power, Electric Power",Total,134274
2012,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,135012
2012,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,-738
2012,1,AR,"Combined Heat and Power, Commercial Power",Total,65
2012,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,46
2012,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,19
2012,1,AZ,Total Electric Power Industry,Total,9124816
2012,1,AZ,Total Electric Power Industry,Coal,3745580
2012,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,639784
2012,1,AZ,Total Electric Power Industry,Natural Gas,1704025
2012,1,AZ,Total Electric Power Industry,Nuclear,2958862
2012,1,AZ,Total Electric Power Industry,Other,1300
2012,1,AZ,Total Electric Power Industry,Other Biomass,3724
2012,1,AZ,Total Electric Power Industry,Petroleum,2200
2012,1,AZ,Total Electric Power Industry,Pumped Storage,-4074
2012,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,11471
2012,1,AZ,Total Electric Power Industry,Wind,46581
2012,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,15364
2012,1,AZ,"Electric Generators, Independent Power Producers",Total,1106224
2012,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,1032774
2012,1,AZ,"Electric Generators, Independent Power Producers",Other,1300
2012,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,1339
2012,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,8866
2012,1,AZ,"Electric Generators, Independent Power Producers",Wind,46581
2012,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,15364
2012,1,AZ,"Electric Generators, Electric Utilities",Total,7991640
2012,1,AZ,"Electric Generators, Electric Utilities",Coal,3725569
2012,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,639784
2012,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,664648
2012,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2958862
2012,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,2118
2012,1,AZ,"Electric Generators, Electric Utilities",Petroleum,2173
2012,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-4074
2012,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2560
2012,1,AZ,"Combined Heat and Power, Industrial Power",Total,20035
2012,1,AZ,"Combined Heat and Power, Industrial Power",Coal,20011
2012,1,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,0
2012,1,AZ,"Combined Heat and Power, Industrial Power",Petroleum,25
2012,1,AZ,"Combined Heat and Power, Electric Power",Total,0
2012,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,0
2012,1,AZ,"Combined Heat and Power, Commercial Power",Total,6918
2012,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,6603
2012,1,AZ,"Combined Heat and Power, Commercial Power",Other Biomass,268
2012,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,2
2012,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,45
2012,1,CA,Total Electric Power Industry,Total,15904501
2012,1,CA,Total Electric Power Industry,Coal,148203
2012,1,CA,Total Electric Power Industry,Geothermal,1024608
2012,1,CA,Total Electric Power Industry,Hydroelectric Conventional,1334539
2012,1,CA,Total Electric Power Industry,Natural Gas,9419367
2012,1,CA,Total Electric Power Industry,Nuclear,2699732
2012,1,CA,Total Electric Power Industry,Other,77789
2012,1,CA,Total Electric Power Industry,Other Biomass,213816
2012,1,CA,Total Electric Power Industry,Other Gases,151377
2012,1,CA,Total Electric Power Industry,Petroleum,65341
2012,1,CA,Total Electric Power Industry,Pumped Storage,17931
2012,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3715
2012,1,CA,Total Electric Power Industry,Wind,419366
2012,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,328717
2012,1,CA,"Electric Generators, Independent Power Producers",Total,5897354
2012,1,CA,"Electric Generators, Independent Power Producers",Coal,0
2012,1,CA,"Electric Generators, Independent Power Producers",Geothermal,951226
2012,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,51985
2012,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,4127119
2012,1,CA,"Electric Generators, Independent Power Producers",Other,5846
2012,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,95966
2012,1,CA,"Electric Generators, Independent Power Producers",Petroleum,49693
2012,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,3005
2012,1,CA,"Electric Generators, Independent Power Producers",Wind,380945
2012,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,231569
2012,1,CA,"Electric Generators, Electric Utilities",Total,6909494
2012,1,CA,"Electric Generators, Electric Utilities",Geothermal,73382
2012,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1282415
2012,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2778664
2012,1,CA,"Electric Generators, Electric Utilities",Nuclear,2699732
2012,1,CA,"Electric Generators, Electric Utilities",Other Biomass,16204
2012,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2012,1,CA,"Electric Generators, Electric Utilities",Petroleum,2349
2012,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,17931
2012,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,396
2012,1,CA,"Electric Generators, Electric Utilities",Wind,38421
2012,1,CA,"Combined Heat and Power, Industrial Power",Total,1272024
2012,1,CA,"Combined Heat and Power, Industrial Power",Coal,31283
2012,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,953833
2012,1,CA,"Combined Heat and Power, Industrial Power",Other,62962
2012,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,634
2012,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,151377
2012,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,120
2012,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,60
2012,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,71754
2012,1,CA,"Combined Heat and Power, Electric Power",Total,1579635
2012,1,CA,"Combined Heat and Power, Electric Power",Coal,116920
2012,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1403872
2012,1,CA,"Combined Heat and Power, Electric Power",Other,8981
2012,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,15875
2012,1,CA,"Combined Heat and Power, Electric Power",Petroleum,8594
2012,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,25394
2012,1,CA,"Combined Heat and Power, Commercial Power",Total,245994
2012,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,138
2012,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,155880
2012,1,CA,"Combined Heat and Power, Commercial Power",Other,0
2012,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,85137
2012,1,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2012,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,4585
2012,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,254
2012,1,CO,Total Electric Power Industry,Total,4418708
2012,1,CO,Total Electric Power Industry,Coal,2838454
2012,1,CO,Total Electric Power Industry,Hydroelectric Conventional,113677
2012,1,CO,Total Electric Power Industry,Natural Gas,843016
2012,1,CO,Total Electric Power Industry,Other,5008
2012,1,CO,Total Electric Power Industry,Other Biomass,4709
2012,1,CO,Total Electric Power Industry,Petroleum,537
2012,1,CO,Total Electric Power Industry,Pumped Storage,-17960
2012,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,2255
2012,1,CO,Total Electric Power Industry,Wind,629014
2012,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2012,1,CO,"Electric Generators, Independent Power Producers",Total,950129
2012,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5127
2012,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,321691
2012,1,CO,"Electric Generators, Independent Power Producers",Other,968
2012,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,1752
2012,1,CO,"Electric Generators, Independent Power Producers",Petroleum,-177
2012,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1923
2012,1,CO,"Electric Generators, Independent Power Producers",Wind,618845
2012,1,CO,"Electric Generators, Electric Utilities",Total,3431267
2012,1,CO,"Electric Generators, Electric Utilities",Coal,2823996
2012,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,108549
2012,1,CO,"Electric Generators, Electric Utilities",Natural Gas,506726
2012,1,CO,"Electric Generators, Electric Utilities",Petroleum,714
2012,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-17960
2012,1,CO,"Electric Generators, Electric Utilities",Wind,9241
2012,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2012,1,CO,"Combined Heat and Power, Industrial Power",Total,6333
2012,1,CO,"Combined Heat and Power, Industrial Power",Coal,686
2012,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1250
2012,1,CO,"Combined Heat and Power, Industrial Power",Other,4040
2012,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,0
2012,1,CO,"Combined Heat and Power, Industrial Power",Wind,355
2012,1,CO,"Combined Heat and Power, Electric Power",Total,30032
2012,1,CO,"Combined Heat and Power, Electric Power",Coal,13771
2012,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,13304
2012,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2957
2012,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2012,1,CO,"Combined Heat and Power, Commercial Power",Total,948
2012,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,45
2012,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2012,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,332
2012,1,CO,"Combined Heat and Power, Commercial Power",Wind,572
2012,1,CT,Total Electric Power Industry,Total,2969901
2012,1,CT,Total Electric Power Industry,Coal,74819
2012,1,CT,Total Electric Power Industry,Hydroelectric Conventional,29701
2012,1,CT,Total Electric Power Industry,Natural Gas,1185909
2012,1,CT,Total Electric Power Industry,Nuclear,1557888
2012,1,CT,Total Electric Power Industry,Other,61811
2012,1,CT,Total Electric Power Industry,Other Biomass,53387
2012,1,CT,Total Electric Power Industry,Petroleum,320
2012,1,CT,Total Electric Power Industry,Pumped Storage,6051
2012,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,15
2012,1,CT,"Electric Generators, Independent Power Producers",Total,2827118
2012,1,CT,"Electric Generators, Independent Power Producers",Coal,23715
2012,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,27179
2012,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1097905
2012,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1557888
2012,1,CT,"Electric Generators, Independent Power Producers",Other,61811
2012,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,53387
2012,1,CT,"Electric Generators, Independent Power Producers",Petroleum,-832
2012,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,6051
2012,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,15
2012,1,CT,"Electric Generators, Electric Utilities",Total,2618
2012,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2523
2012,1,CT,"Electric Generators, Electric Utilities",Natural Gas,0
2012,1,CT,"Electric Generators, Electric Utilities",Petroleum,96
2012,1,CT,"Combined Heat and Power, Industrial Power",Total,25622
2012,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,25042
2012,1,CT,"Combined Heat and Power, Industrial Power",Other,0
2012,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,580
2012,1,CT,"Combined Heat and Power, Electric Power",Total,82590
2012,1,CT,"Combined Heat and Power, Electric Power",Coal,51104
2012,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,31014
2012,1,CT,"Combined Heat and Power, Electric Power",Petroleum,473
2012,1,CT,"Combined Heat and Power, Commercial Power",Total,31953
2012,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,31949
2012,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,4
2012,1,DC,Total Electric Power Industry,Total,5384
2012,1,DC,Total Electric Power Industry,Natural Gas,4483
2012,1,DC,Total Electric Power Industry,Petroleum,901
2012,1,DC,"Electric Generators, Independent Power Producers",Total,901
2012,1,DC,"Electric Generators, Independent Power Producers",Petroleum,901
2012,1,DC,"Combined Heat and Power, Commercial Power",Total,4483
2012,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,4483
2012,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2012,1,DE,Total Electric Power Industry,Total,579599
2012,1,DE,Total Electric Power Industry,Coal,46239
2012,1,DE,Total Electric Power Industry,Natural Gas,496166
2012,1,DE,Total Electric Power Industry,Other Biomass,12739
2012,1,DE,Total Electric Power Industry,Other Gases,19821
2012,1,DE,Total Electric Power Industry,Petroleum,2628
2012,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,1435
2012,1,DE,Total Electric Power Industry,Wind,572
2012,1,DE,"Electric Generators, Independent Power Producers",Total,458600
2012,1,DE,"Electric Generators, Independent Power Producers",Coal,40655
2012,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,408898
2012,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5264
2012,1,DE,"Electric Generators, Independent Power Producers",Petroleum,2487
2012,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1296
2012,1,DE,"Electric Generators, Electric Utilities",Total,937
2012,1,DE,"Electric Generators, Electric Utilities",Natural Gas,686
2012,1,DE,"Electric Generators, Electric Utilities",Petroleum,113
2012,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,139
2012,1,DE,"Combined Heat and Power, Industrial Power",Total,55767
2012,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,35946
2012,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,19821
2012,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2012,1,DE,"Combined Heat and Power, Electric Power",Total,63724
2012,1,DE,"Combined Heat and Power, Electric Power",Coal,5584
2012,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,50636
2012,1,DE,"Combined Heat and Power, Electric Power",Other Biomass,7475
2012,1,DE,"Combined Heat and Power, Electric Power",Petroleum,29
2012,1,DE,"Combined Heat and Power, Commercial Power",Total,572
2012,1,DE,"Combined Heat and Power, Commercial Power",Wind,572
2012,1,FL,Total Electric Power Industry,Total,16674200
2012,1,FL,Total Electric Power Industry,Coal,3043212
2012,1,FL,Total Electric Power Industry,Hydroelectric Conventional,19429
2012,1,FL,Total Electric Power Industry,Natural Gas,10935122
2012,1,FL,Total Electric Power Industry,Nuclear,1739731
2012,1,FL,Total Electric Power Industry,Other,275580
2012,1,FL,Total Electric Power Industry,Other Biomass,190557
2012,1,FL,Total Electric Power Industry,Other Gases,1071
2012,1,FL,Total Electric Power Industry,Petroleum,281800
2012,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,12461
2012,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,175237
2012,1,FL,"Electric Generators, Independent Power Producers",Total,716426
2012,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,419366
2012,1,FL,"Electric Generators, Independent Power Producers",Other,123279
2012,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,143326
2012,1,FL,"Electric Generators, Independent Power Producers",Petroleum,327
2012,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2197
2012,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,27932
2012,1,FL,"Electric Generators, Electric Utilities",Total,15124968
2012,1,FL,"Electric Generators, Electric Utilities",Coal,2907296
2012,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,19429
2012,1,FL,"Electric Generators, Electric Utilities",Natural Gas,10179336
2012,1,FL,"Electric Generators, Electric Utilities",Nuclear,1739731
2012,1,FL,"Electric Generators, Electric Utilities",Other Biomass,6177
2012,1,FL,"Electric Generators, Electric Utilities",Petroleum,262735
2012,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,10264
2012,1,FL,"Combined Heat and Power, Industrial Power",Total,463646
2012,1,FL,"Combined Heat and Power, Industrial Power",Coal,22326
2012,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,102268
2012,1,FL,"Combined Heat and Power, Industrial Power",Other,152301
2012,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,21802
2012,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,1071
2012,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,18727
2012,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,145152
2012,1,FL,"Combined Heat and Power, Electric Power",Total,364012
2012,1,FL,"Combined Heat and Power, Electric Power",Coal,113590
2012,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,232118
2012,1,FL,"Combined Heat and Power, Electric Power",Other,0
2012,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,16138
2012,1,FL,"Combined Heat and Power, Electric Power",Petroleum,12
2012,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2153
2012,1,FL,"Combined Heat and Power, Commercial Power",Total,5149
2012,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,2034
2012,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,3115
2012,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2012,1,GA,Total Electric Power Industry,Total,9375147
2012,1,GA,Total Electric Power Industry,Coal,3128482
2012,1,GA,Total Electric Power Industry,Hydroelectric Conventional,220373
2012,1,GA,Total Electric Power Industry,Natural Gas,2708904
2012,1,GA,Total Electric Power Industry,Nuclear,3041316
2012,1,GA,Total Electric Power Industry,Other,3815
2012,1,GA,Total Electric Power Industry,Other Biomass,7133
2012,1,GA,Total Electric Power Industry,Petroleum,44955
2012,1,GA,Total Electric Power Industry,Pumped Storage,-48607
2012,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,85
2012,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,268690
2012,1,GA,"Electric Generators, Independent Power Producers",Total,921391
2012,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,579
2012,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,906550
2012,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,3918
2012,1,GA,"Electric Generators, Independent Power Producers",Petroleum,17
2012,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,10328
2012,1,GA,"Electric Generators, Electric Utilities",Total,8040966
2012,1,GA,"Electric Generators, Electric Utilities",Coal,3070859
2012,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,217961
2012,1,GA,"Electric Generators, Electric Utilities",Natural Gas,1751999
2012,1,GA,"Electric Generators, Electric Utilities",Nuclear,3041316
2012,1,GA,"Electric Generators, Electric Utilities",Other Biomass,0
2012,1,GA,"Electric Generators, Electric Utilities",Petroleum,7438
2012,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-48607
2012,1,GA,"Combined Heat and Power, Industrial Power",Total,411363
2012,1,GA,"Combined Heat and Power, Industrial Power",Coal,57623
2012,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1833
2012,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,50356
2012,1,GA,"Combined Heat and Power, Industrial Power",Other,3815
2012,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,2028
2012,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,37346
2012,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,258362
2012,1,GA,"Combined Heat and Power, Electric Power",Total,0
2012,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,0
2012,1,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2012,1,GA,"Combined Heat and Power, Commercial Power",Total,1427
2012,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2012,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,1187
2012,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,155
2012,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,85
2012,1,HI,Total Electric Power Industry,Total,848662
2012,1,HI,Total Electric Power Industry,Coal,125420
2012,1,HI,Total Electric Power Industry,Geothermal,19363
2012,1,HI,Total Electric Power Industry,Hydroelectric Conventional,2217
2012,1,HI,Total Electric Power Industry,Other,24654
2012,1,HI,Total Electric Power Industry,Other Biomass,11274
2012,1,HI,Total Electric Power Industry,Other Gases,4331
2012,1,HI,Total Electric Power Industry,Petroleum,645958
2012,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,86
2012,1,HI,Total Electric Power Industry,Wind,15360
2012,1,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2012,1,HI,"Electric Generators, Independent Power Producers",Total,35330
2012,1,HI,"Electric Generators, Independent Power Producers",Geothermal,19363
2012,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,521
2012,1,HI,"Electric Generators, Independent Power Producers",Petroleum,0
2012,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,86
2012,1,HI,"Electric Generators, Independent Power Producers",Wind,15360
2012,1,HI,"Electric Generators, Electric Utilities",Total,524829
2012,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,560
2012,1,HI,"Electric Generators, Electric Utilities",Other,14689
