YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2015,1,AK,Total Electric Power Industry,Total,605609
2015,1,AK,Total Electric Power Industry,Coal,43856
2015,1,AK,Total Electric Power Industry,Hydroelectric Conventional,151915
2015,1,AK,Total Electric Power Industry,Natural Gas,324151
2015,1,AK,Total Electric Power Industry,Other,-195
2015,1,AK,Total Electric Power Industry,Petroleum,77285
2015,1,AK,Total Electric Power Industry,Other Biomass,3659
2015,1,AK,Total Electric Power Industry,Wind,4937
2015,1,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,1,AK,"Combined Heat and Power, Industrial Power",Total,13764
2015,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,8720
2015,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,4726
2015,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,317
2015,1,AK,"Combined Heat and Power, Commercial Power",Total,14071
2015,1,AK,"Combined Heat and Power, Commercial Power",Coal,9327
2015,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2015,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,1402
2015,1,AK,"Combined Heat and Power, Commercial Power",Other Biomass,3342
2015,1,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2015,1,AK,"Combined Heat and Power, Electric Power",Total,16494
2015,1,AK,"Combined Heat and Power, Electric Power",Coal,16494
2015,1,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2015,1,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2015,1,AK,"Electric Generators, Independent Power Producers",Total,1687
2015,1,AK,"Electric Generators, Independent Power Producers",Wind,1687
2015,1,AK,"Electric Generators, Electric Utilities",Total,559594
2015,1,AK,"Electric Generators, Electric Utilities",Coal,18035
2015,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,151915
2015,1,AK,"Electric Generators, Electric Utilities",Natural Gas,315430
2015,1,AK,"Electric Generators, Electric Utilities",Other,-195
2015,1,AK,"Electric Generators, Electric Utilities",Petroleum,71158
2015,1,AK,"Electric Generators, Electric Utilities",Wind,3250
2015,1,AL,Total Electric Power Industry,Total,13558681
2015,1,AL,Total Electric Power Industry,Coal,3049851
2015,1,AL,Total Electric Power Industry,Hydroelectric Conventional,1245566
2015,1,AL,Total Electric Power Industry,Natural Gas,5090784
2015,1,AL,Total Electric Power Industry,Nuclear,3859942
2015,1,AL,Total Electric Power Industry,Other Gases,2921
2015,1,AL,Total Electric Power Industry,Other,0
2015,1,AL,Total Electric Power Industry,Petroleum,15645
2015,1,AL,Total Electric Power Industry,Other Biomass,3967
2015,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,290006
2015,1,AL,"Combined Heat and Power, Industrial Power",Total,385717
2015,1,AL,"Combined Heat and Power, Industrial Power",Coal,10069
2015,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,99198
2015,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,2921
2015,1,AL,"Combined Heat and Power, Industrial Power",Other,0
2015,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,2489
2015,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,271040
2015,1,AL,"Combined Heat and Power, Electric Power",Total,599088
2015,1,AL,"Combined Heat and Power, Electric Power",Coal,0
2015,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,580122
2015,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,18966
2015,1,AL,"Electric Generators, Independent Power Producers",Total,2963238
2015,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,2956015
2015,1,AL,"Electric Generators, Independent Power Producers",Petroleum,3257
2015,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,3967
2015,1,AL,"Electric Generators, Electric Utilities",Total,9610637
2015,1,AL,"Electric Generators, Electric Utilities",Coal,3039782
2015,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1245566
2015,1,AL,"Electric Generators, Electric Utilities",Natural Gas,1455449
2015,1,AL,"Electric Generators, Electric Utilities",Nuclear,3859942
2015,1,AL,"Electric Generators, Electric Utilities",Petroleum,9898
2015,1,AL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,1,AR,Total Electric Power Industry,Total,4536976
2015,1,AR,Total Electric Power Industry,Coal,1626944
2015,1,AR,Total Electric Power Industry,Pumped Storage,429
2015,1,AR,Total Electric Power Industry,Hydroelectric Conventional,206759
2015,1,AR,Total Electric Power Industry,Natural Gas,1355542
2015,1,AR,Total Electric Power Industry,Nuclear,1209164
2015,1,AR,Total Electric Power Industry,Other,1995
2015,1,AR,Total Electric Power Industry,Petroleum,6150
2015,1,AR,Total Electric Power Industry,Other Biomass,5970
2015,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,124023
2015,1,AR,"Combined Heat and Power, Industrial Power",Total,163524
2015,1,AR,"Combined Heat and Power, Industrial Power",Coal,5848
2015,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,31387
2015,1,AR,"Combined Heat and Power, Industrial Power",Other,1995
2015,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,270
2015,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,124023
2015,1,AR,"Combined Heat and Power, Commercial Power",Total,531
2015,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,191
2015,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,340
2015,1,AR,"Combined Heat and Power, Electric Power",Total,125449
2015,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,125449
2015,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,0
2015,1,AR,"Electric Generators, Independent Power Producers",Total,1010891
2015,1,AR,"Electric Generators, Independent Power Producers",Coal,46539
2015,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3175
2015,1,AR,"Electric Generators, Independent Power Producers",Natural Gas,952615
2015,1,AR,"Electric Generators, Independent Power Producers",Petroleum,2932
2015,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,5630
2015,1,AR,"Electric Generators, Electric Utilities",Total,3236582
2015,1,AR,"Electric Generators, Electric Utilities",Coal,1574557
2015,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,429
2015,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,203584
2015,1,AR,"Electric Generators, Electric Utilities",Natural Gas,245900
2015,1,AR,"Electric Generators, Electric Utilities",Nuclear,1209164
2015,1,AR,"Electric Generators, Electric Utilities",Petroleum,2947
2015,1,AZ,Total Electric Power Industry,Total,8410407
2015,1,AZ,Total Electric Power Industry,Coal,3203003
2015,1,AZ,Total Electric Power Industry,Pumped Storage,-3320
2015,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,534985
2015,1,AZ,Total Electric Power Industry,Natural Gas,1507623
2015,1,AZ,Total Electric Power Industry,Nuclear,2973590
2015,1,AZ,Total Electric Power Industry,Petroleum,6002
2015,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,152850
2015,1,AZ,Total Electric Power Industry,Other Biomass,4564
2015,1,AZ,Total Electric Power Industry,Wind,15993
2015,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,15116
2015,1,AZ,"Combined Heat and Power, Commercial Power",Total,6782
2015,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,5829
2015,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,3
2015,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,951
2015,1,AZ,"Combined Heat and Power, Electric Power",Total,0
2015,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,0
2015,1,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,AZ,"Electric Generators, Independent Power Producers",Total,934540
2015,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,772933
2015,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,127004
2015,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,3494
2015,1,AZ,"Electric Generators, Independent Power Producers",Wind,15993
2015,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,15116
2015,1,AZ,"Electric Generators, Electric Utilities",Total,7469084
2015,1,AZ,"Electric Generators, Electric Utilities",Coal,3203003
2015,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-3320
2015,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,534985
2015,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,728861
2015,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2973590
2015,1,AZ,"Electric Generators, Electric Utilities",Petroleum,5999
2015,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,24895
2015,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,1070
2015,1,CA,Total Electric Power Industry,Total,14246533
2015,1,CA,Total Electric Power Industry,Coal,27126
2015,1,CA,Total Electric Power Industry,Geothermal,1042149
2015,1,CA,Total Electric Power Industry,Pumped Storage,-85216
2015,1,CA,Total Electric Power Industry,Hydroelectric Conventional,853659
2015,1,CA,Total Electric Power Industry,Natural Gas,9167535
2015,1,CA,Total Electric Power Industry,Nuclear,1563700
2015,1,CA,Total Electric Power Industry,Other Gases,180377
2015,1,CA,Total Electric Power Industry,Other,65911
2015,1,CA,Total Electric Power Industry,Petroleum,4490
2015,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,680347
2015,1,CA,Total Electric Power Industry,Other Biomass,245941
2015,1,CA,Total Electric Power Industry,Wind,187213
2015,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,313302
2015,1,CA,"Combined Heat and Power, Industrial Power",Total,1153909
2015,1,CA,"Combined Heat and Power, Industrial Power",Coal,27126
2015,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,860849
2015,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,180377
2015,1,CA,"Combined Heat and Power, Industrial Power",Other,50777
2015,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,107
2015,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,200
2015,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,468
2015,1,CA,"Combined Heat and Power, Industrial Power",Wind,61
2015,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,33944
2015,1,CA,"Combined Heat and Power, Commercial Power",Total,238260
2015,1,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2015,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,214
2015,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,151619
2015,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,18
2015,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,4379
2015,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,81946
2015,1,CA,"Combined Heat and Power, Commercial Power",Wind,83
2015,1,CA,"Combined Heat and Power, Electric Power",Total,1559065
2015,1,CA,"Combined Heat and Power, Electric Power",Coal,0
2015,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1468208
2015,1,CA,"Combined Heat and Power, Electric Power",Other,5957
2015,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,14009
2015,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,70890
2015,1,CA,"Electric Generators, Independent Power Producers",Total,5658069
2015,1,CA,"Electric Generators, Independent Power Producers",Geothermal,971139
2015,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,39386
2015,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,3463088
2015,1,CA,"Electric Generators, Independent Power Producers",Other,9284
2015,1,CA,"Electric Generators, Independent Power Producers",Petroleum,1751
2015,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,656053
2015,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,129207
2015,1,CA,"Electric Generators, Independent Power Producers",Wind,179694
2015,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,208467
2015,1,CA,"Electric Generators, Electric Utilities",Total,5637229
2015,1,CA,"Electric Generators, Electric Utilities",Geothermal,71010
2015,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-85216
2015,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,814059
2015,1,CA,"Electric Generators, Electric Utilities",Natural Gas,3223771
2015,1,CA,"Electric Generators, Electric Utilities",Nuclear,1563700
2015,1,CA,"Electric Generators, Electric Utilities",Other,-107
2015,1,CA,"Electric Generators, Electric Utilities",Petroleum,2613
2015,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,19714
2015,1,CA,"Electric Generators, Electric Utilities",Other Biomass,20310
2015,1,CA,"Electric Generators, Electric Utilities",Wind,7375
2015,1,CO,Total Electric Power Industry,Total,4682754
2015,1,CO,Total Electric Power Industry,Coal,2881382
2015,1,CO,Total Electric Power Industry,Pumped Storage,-29183
2015,1,CO,Total Electric Power Industry,Hydroelectric Conventional,203227
2015,1,CO,Total Electric Power Industry,Natural Gas,839184
2015,1,CO,Total Electric Power Industry,Other,3652
2015,1,CO,Total Electric Power Industry,Petroleum,647
2015,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,11846
2015,1,CO,Total Electric Power Industry,Other Biomass,6583
2015,1,CO,Total Electric Power Industry,Wind,765415
2015,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,1,CO,"Combined Heat and Power, Industrial Power",Total,5161
2015,1,CO,"Combined Heat and Power, Industrial Power",Coal,749
2015,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1345
2015,1,CO,"Combined Heat and Power, Industrial Power",Other,2783
2015,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,3
2015,1,CO,"Combined Heat and Power, Industrial Power",Wind,281
2015,1,CO,"Combined Heat and Power, Commercial Power",Total,1839
2015,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,813
2015,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,0
2015,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2015,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,634
2015,1,CO,"Combined Heat and Power, Commercial Power",Wind,391
2015,1,CO,"Combined Heat and Power, Electric Power",Total,17077
2015,1,CO,"Combined Heat and Power, Electric Power",Coal,1894
2015,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,12265
2015,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2919
2015,1,CO,"Electric Generators, Independent Power Producers",Total,973527
2015,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,23097
2015,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,184144
2015,1,CO,"Electric Generators, Independent Power Producers",Other,869
2015,1,CO,"Electric Generators, Independent Power Producers",Petroleum,115
2015,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,11211
2015,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3665
2015,1,CO,"Electric Generators, Independent Power Producers",Wind,750426
2015,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2015,1,CO,"Electric Generators, Electric Utilities",Total,3685150
2015,1,CO,"Electric Generators, Electric Utilities",Coal,2878739
2015,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-29183
2015,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,179317
2015,1,CO,"Electric Generators, Electric Utilities",Natural Gas,641431
2015,1,CO,"Electric Generators, Electric Utilities",Petroleum,529
2015,1,CO,"Electric Generators, Electric Utilities",Wind,14316
2015,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,1,CT,Total Electric Power Industry,Total,3502333
2015,1,CT,Total Electric Power Industry,Coal,205360
2015,1,CT,Total Electric Power Industry,Pumped Storage,1982
2015,1,CT,Total Electric Power Industry,Hydroelectric Conventional,29305
2015,1,CT,Total Electric Power Industry,Natural Gas,1573674
2015,1,CT,Total Electric Power Industry,Nuclear,1569302
2015,1,CT,Total Electric Power Industry,Other,46564
2015,1,CT,Total Electric Power Industry,Petroleum,11600
2015,1,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,828
2015,1,CT,Total Electric Power Industry,Other Biomass,50028
2015,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,13690
2015,1,CT,"Combined Heat and Power, Industrial Power",Total,44599
2015,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,44309
2015,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,290
2015,1,CT,"Combined Heat and Power, Commercial Power",Total,38131
2015,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,34965
2015,1,CT,"Combined Heat and Power, Commercial Power",Other,1351
2015,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,396
2015,1,CT,"Combined Heat and Power, Commercial Power",Other Biomass,1406
2015,1,CT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,13
2015,1,CT,"Combined Heat and Power, Electric Power",Total,11224
2015,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,10632
2015,1,CT,"Combined Heat and Power, Electric Power",Petroleum,592
2015,1,CT,"Electric Generators, Independent Power Producers",Total,3405733
2015,1,CT,"Electric Generators, Independent Power Producers",Coal,205360
2015,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,1982
2015,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,26974
2015,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1483769
2015,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1569302
2015,1,CT,"Electric Generators, Independent Power Producers",Other,45213
2015,1,CT,"Electric Generators, Independent Power Producers",Petroleum,10007
2015,1,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,828
2015,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,48622
2015,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,13677
2015,1,CT,"Electric Generators, Electric Utilities",Total,2645
2015,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2330
2015,1,CT,"Electric Generators, Electric Utilities",Natural Gas,0
2015,1,CT,"Electric Generators, Electric Utilities",Petroleum,315
2015,1,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2015,1,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2015,1,DC,Total Electric Power Industry,Total,1713
2015,1,DC,Total Electric Power Industry,Natural Gas,1699
2015,1,DC,Total Electric Power Industry,Petroleum,14
2015,1,DC,"Combined Heat and Power, Commercial Power",Total,1713
2015,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,1699
2015,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,14
2015,1,DE,Total Electric Power Industry,Total,656855
2015,1,DE,Total Electric Power Industry,Coal,118006
2015,1,DE,Total Electric Power Industry,Natural Gas,483223
2015,1,DE,Total Electric Power Industry,Other Gases,12268
2015,1,DE,Total Electric Power Industry,Petroleum,33947
2015,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,2498
2015,1,DE,Total Electric Power Industry,Other Biomass,6335
2015,1,DE,Total Electric Power Industry,Wind,577
2015,1,DE,"Combined Heat and Power, Industrial Power",Total,96192
2015,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,82605
2015,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,12268
2015,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,1,DE,"Combined Heat and Power, Industrial Power",Other Biomass,1319
2015,1,DE,"Combined Heat and Power, Commercial Power",Total,634
2015,1,DE,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,56
2015,1,DE,"Combined Heat and Power, Commercial Power",Wind,577
2015,1,DE,"Combined Heat and Power, Electric Power",Total,5870
2015,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2015,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,5337
2015,1,DE,"Combined Heat and Power, Electric Power",Petroleum,533
2015,1,DE,"Electric Generators, Independent Power Producers",Total,550347
2015,1,DE,"Electric Generators, Independent Power Producers",Coal,118006
2015,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,392506
2015,1,DE,"Electric Generators, Independent Power Producers",Petroleum,32720
2015,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2100
2015,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5015
2015,1,DE,"Electric Generators, Electric Utilities",Total,3811
2015,1,DE,"Electric Generators, Electric Utilities",Natural Gas,2775
2015,1,DE,"Electric Generators, Electric Utilities",Petroleum,694
2015,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,342
2015,1,FL,Total Electric Power Industry,Total,17985573
2015,1,FL,Total Electric Power Industry,Coal,3093236
2015,1,FL,Total Electric Power Industry,Hydroelectric Conventional,20767
2015,1,FL,Total Electric Power Industry,Natural Gas,11226246
2015,1,FL,Total Electric Power Industry,Nuclear,2733822
2015,1,FL,Total Electric Power Industry,Other Gases,165
2015,1,FL,Total Electric Power Industry,Other,253030
2015,1,FL,Total Electric Power Industry,Petroleum,218645
2015,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,11645
2015,1,FL,Total Electric Power Industry,Other Biomass,205184
2015,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,222833
2015,1,FL,"Combined Heat and Power, Industrial Power",Total,455193
2015,1,FL,"Combined Heat and Power, Industrial Power",Coal,16407
2015,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,105727
2015,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,165
2015,1,FL,"Combined Heat and Power, Industrial Power",Other,139022
2015,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,1653
2015,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,39002
2015,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,153218
2015,1,FL,"Combined Heat and Power, Commercial Power",Total,6240
2015,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,2364
2015,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2015,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,88
2015,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,3788
2015,1,FL,"Combined Heat and Power, Electric Power",Total,201607
2015,1,FL,"Combined Heat and Power, Electric Power",Coal,0
2015,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,183308
2015,1,FL,"Combined Heat and Power, Electric Power",Petroleum,1
2015,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,18298
2015,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2015,1,FL,"Electric Generators, Independent Power Producers",Total,538640
2015,1,FL,"Electric Generators, Independent Power Producers",Coal,0
2015,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,217762
2015,1,FL,"Electric Generators, Independent Power Producers",Other,114008
2015,1,FL,"Electric Generators, Independent Power Producers",Petroleum,175
2015,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2334
2015,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,134745
2015,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,69615
2015,1,FL,"Electric Generators, Electric Utilities",Total,16783893
2015,1,FL,"Electric Generators, Electric Utilities",Coal,3076829
2015,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,20767
2015,1,FL,"Electric Generators, Electric Utilities",Natural Gas,10717084
2015,1,FL,"Electric Generators, Electric Utilities",Nuclear,2733822
2015,1,FL,"Electric Generators, Electric Utilities",Petroleum,216816
2015,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9223
2015,1,FL,"Electric Generators, Electric Utilities",Other Biomass,9351
2015,1,GA,Total Electric Power Industry,Total,10953439
2015,1,GA,Total Electric Power Industry,Coal,3008920
2015,1,GA,Total Electric Power Industry,Pumped Storage,-83546
2015,1,GA,Total Electric Power Industry,Hydroelectric Conventional,272675
2015,1,GA,Total Electric Power Industry,Natural Gas,4321364
2015,1,GA,Total Electric Power Industry,Nuclear,2979307
2015,1,GA,Total Electric Power Industry,Other,402
2015,1,GA,Total Electric Power Industry,Petroleum,51355
2015,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,7721
2015,1,GA,Total Electric Power Industry,Other Biomass,21820
2015,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,373421
2015,1,GA,"Combined Heat and Power, Industrial Power",Total,430771
2015,1,GA,"Combined Heat and Power, Industrial Power",Coal,32347
2015,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1943
2015,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,33856
2015,1,GA,"Combined Heat and Power, Industrial Power",Other,402
2015,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,15464
2015,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,10059
2015,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,336700
2015,1,GA,"Combined Heat and Power, Commercial Power",Total,1743
2015,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2015,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,772
2015,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,198
2015,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,773
2015,1,GA,"Combined Heat and Power, Electric Power",Total,5863
2015,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,186
2015,1,GA,"Combined Heat and Power, Electric Power",Petroleum,4892
2015,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,785
2015,1,GA,"Electric Generators, Independent Power Producers",Total,987855
2015,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,906
2015,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,917980
2015,1,GA,"Electric Generators, Independent Power Producers",Petroleum,14582
2015,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7462
2015,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,10203
2015,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,36722
2015,1,GA,"Electric Generators, Electric Utilities",Total,9527207
2015,1,GA,"Electric Generators, Electric Utilities",Coal,2976574
2015,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-83546
2015,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,269826
2015,1,GA,"Electric Generators, Electric Utilities",Natural Gas,3369342
2015,1,GA,"Electric Generators, Electric Utilities",Nuclear,2979307
2015,1,GA,"Electric Generators, Electric Utilities",Petroleum,15645
2015,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,60
2015,1,HI,Total Electric Power Industry,Total,731096
2015,1,HI,Total Electric Power Industry,Coal,67153
2015,1,HI,Total Electric Power Industry,Geothermal,19016
2015,1,HI,Total Electric Power Industry,Hydroelectric Conventional,92
2015,1,HI,Total Electric Power Industry,Other Gases,5256
2015,1,HI,Total Electric Power Industry,Other,30708
2015,1,HI,Total Electric Power Industry,Petroleum,566860
2015,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,2254
2015,1,HI,Total Electric Power Industry,Other Biomass,21120
2015,1,HI,Total Electric Power Industry,Wind,18638
2015,1,HI,"Combined Heat and Power, Industrial Power",Total,28313
