YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2015,1,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,125426
2015,1,TX,"Electric Generators, Electric Utilities",Natural Gas,2270468
2015,1,TX,"Electric Generators, Electric Utilities",Petroleum,3510
2015,1,TX,"Electric Generators, Electric Utilities",Wind,20558
2015,1,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,13893
2015,1,US-Total,Total Electric Power Industry,Total,360455167
2015,1,US-Total,Total Electric Power Industry,Coal,132450521
2015,1,US-Total,Total Electric Power Industry,Geothermal,1361915
2015,1,US-Total,Total Electric Power Industry,Pumped Storage,-551050
2015,1,US-Total,Total Electric Power Industry,Hydroelectric Conventional,24138384
2015,1,US-Total,Total Electric Power Industry,Natural Gas,101687393
2015,1,US-Total,Total Electric Power Industry,Nuclear,74269974
2015,1,US-Total,Total Electric Power Industry,Other Gases,1246343
2015,1,US-Total,Total Electric Power Industry,Other,1119587
2015,1,US-Total,Total Electric Power Industry,Petroleum,2972967
2015,1,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,1155351
2015,1,US-Total,Total Electric Power Industry,Other Biomass,1724770
2015,1,US-Total,Total Electric Power Industry,Wind,15162146
2015,1,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,3716868
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Total,12716784
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Coal,964159
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,121075
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,7673523
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,852051
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Other,430031
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,160553
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,961
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,105250
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Wind,5207
2015,1,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2403974
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Total,980582
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Coal,55666
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,3294
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,564254
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Other,88260
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,23527
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,20240
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,208876
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Wind,10684
2015,1,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,5782
2015,1,US-Total,"Combined Heat and Power, Electric Power",Total,12654074
2015,1,US-Total,"Combined Heat and Power, Electric Power",Coal,1365926
2015,1,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,10356325
2015,1,US-Total,"Combined Heat and Power, Electric Power",Other Gases,368474
2015,1,US-Total,"Combined Heat and Power, Electric Power",Other,72241
2015,1,US-Total,"Combined Heat and Power, Electric Power",Petroleum,198970
2015,1,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,92331
2015,1,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,199807
2015,1,US-Total,"Electric Generators, Independent Power Producers",Total,126030932
2015,1,US-Total,"Electric Generators, Independent Power Producers",Coal,35229381
2015,1,US-Total,"Electric Generators, Independent Power Producers",Geothermal,1267246
2015,1,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,-91526
2015,1,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1490946
2015,1,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,36520190
2015,1,US-Total,"Electric Generators, Independent Power Producers",Nuclear,34893440
2015,1,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2015,1,US-Total,"Electric Generators, Independent Power Producers",Other,487983
2015,1,US-Total,"Electric Generators, Independent Power Producers",Petroleum,630538
2015,1,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1065848
2015,1,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,1194514
2015,1,US-Total,"Electric Generators, Independent Power Producers",Wind,12519590
2015,1,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,822782
2015,1,US-Total,"Electric Generators, Electric Utilities",Total,208072796
2015,1,US-Total,"Electric Generators, Electric Utilities",Coal,94835390
2015,1,US-Total,"Electric Generators, Electric Utilities",Geothermal,94669
2015,1,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,-459524
2015,1,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,22523069
2015,1,US-Total,"Electric Generators, Electric Utilities",Natural Gas,46573102
2015,1,US-Total,"Electric Generators, Electric Utilities",Nuclear,39376534
2015,1,US-Total,"Electric Generators, Electric Utilities",Other Gases,25818
2015,1,US-Total,"Electric Generators, Electric Utilities",Other,41071
2015,1,US-Total,"Electric Generators, Electric Utilities",Petroleum,1959378
2015,1,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,68302
2015,1,US-Total,"Electric Generators, Electric Utilities",Other Biomass,123800
2015,1,US-Total,"Electric Generators, Electric Utilities",Wind,2626665
2015,1,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,284522
2015,1,UT,Total Electric Power Industry,Total,3796733
2015,1,UT,Total Electric Power Industry,Coal,3070439
2015,1,UT,Total Electric Power Industry,Geothermal,41744
2015,1,UT,Total Electric Power Industry,Hydroelectric Conventional,64991
2015,1,UT,Total Electric Power Industry,Natural Gas,579966
2015,1,UT,Total Electric Power Industry,Other Gases,688
2015,1,UT,Total Electric Power Industry,Other,251
2015,1,UT,Total Electric Power Industry,Petroleum,1029
2015,1,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,108
2015,1,UT,Total Electric Power Industry,Other Biomass,7030
2015,1,UT,Total Electric Power Industry,Wind,30486
2015,1,UT,"Combined Heat and Power, Industrial Power",Total,30629
2015,1,UT,"Combined Heat and Power, Industrial Power",Coal,0
2015,1,UT,"Combined Heat and Power, Industrial Power",Natural Gas,29919
2015,1,UT,"Combined Heat and Power, Industrial Power",Other Gases,688
2015,1,UT,"Combined Heat and Power, Industrial Power",Other,0
2015,1,UT,"Combined Heat and Power, Industrial Power",Petroleum,21
2015,1,UT,"Combined Heat and Power, Commercial Power",Total,6722
2015,1,UT,"Combined Heat and Power, Commercial Power",Natural Gas,5519
2015,1,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2015,1,UT,"Combined Heat and Power, Commercial Power",Other Biomass,1203
2015,1,UT,"Combined Heat and Power, Electric Power",Total,570
2015,1,UT,"Combined Heat and Power, Electric Power",Natural Gas,10
2015,1,UT,"Combined Heat and Power, Electric Power",Other,251
2015,1,UT,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,UT,"Combined Heat and Power, Electric Power",Other Biomass,309
2015,1,UT,"Electric Generators, Independent Power Producers",Total,100211
2015,1,UT,"Electric Generators, Independent Power Producers",Coal,37751
2015,1,UT,"Electric Generators, Independent Power Producers",Geothermal,18085
2015,1,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,744
2015,1,UT,"Electric Generators, Independent Power Producers",Natural Gas,7519
2015,1,UT,"Electric Generators, Independent Power Producers",Petroleum,0
2015,1,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,108
2015,1,UT,"Electric Generators, Independent Power Producers",Other Biomass,5518
2015,1,UT,"Electric Generators, Independent Power Producers",Wind,30486
2015,1,UT,"Electric Generators, Electric Utilities",Total,3658601
2015,1,UT,"Electric Generators, Electric Utilities",Coal,3032688
2015,1,UT,"Electric Generators, Electric Utilities",Geothermal,23659
2015,1,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,64247
2015,1,UT,"Electric Generators, Electric Utilities",Natural Gas,536999
2015,1,UT,"Electric Generators, Electric Utilities",Petroleum,1008
2015,1,VA,Total Electric Power Industry,Total,7697302
2015,1,VA,Total Electric Power Industry,Coal,1954188
2015,1,VA,Total Electric Power Industry,Pumped Storage,-72363
2015,1,VA,Total Electric Power Industry,Hydroelectric Conventional,104820
2015,1,VA,Total Electric Power Industry,Natural Gas,2498769
2015,1,VA,Total Electric Power Industry,Nuclear,2708787
2015,1,VA,Total Electric Power Industry,Other,40591
2015,1,VA,Total Electric Power Industry,Petroleum,92429
2015,1,VA,Total Electric Power Industry,Other Biomass,97197
2015,1,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,272885
2015,1,VA,"Combined Heat and Power, Industrial Power",Total,208732
2015,1,VA,"Combined Heat and Power, Industrial Power",Coal,40516
2015,1,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1121
2015,1,VA,"Combined Heat and Power, Industrial Power",Natural Gas,29091
2015,1,VA,"Combined Heat and Power, Industrial Power",Petroleum,637
2015,1,VA,"Combined Heat and Power, Industrial Power",Other Biomass,898
2015,1,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,136469
2015,1,VA,"Combined Heat and Power, Commercial Power",Total,36603
2015,1,VA,"Combined Heat and Power, Commercial Power",Coal,2128
2015,1,VA,"Combined Heat and Power, Commercial Power",Natural Gas,462
2015,1,VA,"Combined Heat and Power, Commercial Power",Other,16099
2015,1,VA,"Combined Heat and Power, Commercial Power",Petroleum,121
2015,1,VA,"Combined Heat and Power, Commercial Power",Other Biomass,17793
2015,1,VA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2015,1,VA,"Combined Heat and Power, Electric Power",Total,175432
2015,1,VA,"Combined Heat and Power, Electric Power",Coal,27106
2015,1,VA,"Combined Heat and Power, Electric Power",Natural Gas,137503
2015,1,VA,"Combined Heat and Power, Electric Power",Petroleum,10823
2015,1,VA,"Electric Generators, Independent Power Producers",Total,683487
2015,1,VA,"Electric Generators, Independent Power Producers",Coal,65478
2015,1,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,6733
2015,1,VA,"Electric Generators, Independent Power Producers",Natural Gas,481618
2015,1,VA,"Electric Generators, Independent Power Producers",Other,24493
2015,1,VA,"Electric Generators, Independent Power Producers",Petroleum,8065
2015,1,VA,"Electric Generators, Independent Power Producers",Other Biomass,78185
2015,1,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,18916
2015,1,VA,"Electric Generators, Electric Utilities",Total,6593048
2015,1,VA,"Electric Generators, Electric Utilities",Coal,1818961
2015,1,VA,"Electric Generators, Electric Utilities",Pumped Storage,-72363
2015,1,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,96966
2015,1,VA,"Electric Generators, Electric Utilities",Natural Gas,1850094
2015,1,VA,"Electric Generators, Electric Utilities",Nuclear,2708787
2015,1,VA,"Electric Generators, Electric Utilities",Other,0
2015,1,VA,"Electric Generators, Electric Utilities",Petroleum,72782
2015,1,VA,"Electric Generators, Electric Utilities",Other Biomass,321
2015,1,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,117500
2015,1,VT,Total Electric Power Industry,Total,169385
2015,1,VT,Total Electric Power Industry,Hydroelectric Conventional,88507
2015,1,VT,Total Electric Power Industry,Natural Gas,366
2015,1,VT,Total Electric Power Industry,Petroleum,344
2015,1,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,2280
2015,1,VT,Total Electric Power Industry,Other Biomass,1626
2015,1,VT,Total Electric Power Industry,Wind,37854
2015,1,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,38410
2015,1,VT,"Combined Heat and Power, Commercial Power",Total,310
2015,1,VT,"Combined Heat and Power, Commercial Power",Natural Gas,33
2015,1,VT,"Combined Heat and Power, Commercial Power",Petroleum,105
2015,1,VT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,172
2015,1,VT,"Electric Generators, Independent Power Producers",Total,88935
2015,1,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,57390
2015,1,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2280
2015,1,VT,"Electric Generators, Independent Power Producers",Other Biomass,1626
2015,1,VT,"Electric Generators, Independent Power Producers",Wind,14395
2015,1,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,13244
2015,1,VT,"Electric Generators, Electric Utilities",Total,80141
2015,1,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,31117
2015,1,VT,"Electric Generators, Electric Utilities",Natural Gas,333
2015,1,VT,"Electric Generators, Electric Utilities",Petroleum,239
2015,1,VT,"Electric Generators, Electric Utilities",Wind,23459
2015,1,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,24994
2015,1,WA,Total Electric Power Industry,Total,10673958
2015,1,WA,Total Electric Power Industry,Coal,556057
2015,1,WA,Total Electric Power Industry,Pumped Storage,6068
2015,1,WA,Total Electric Power Industry,Hydroelectric Conventional,8148736
2015,1,WA,Total Electric Power Industry,Natural Gas,617671
2015,1,WA,Total Electric Power Industry,Nuclear,836137
2015,1,WA,Total Electric Power Industry,Other Gases,32764
2015,1,WA,Total Electric Power Industry,Other,10109
2015,1,WA,Total Electric Power Industry,Petroleum,1926
2015,1,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,29
2015,1,WA,Total Electric Power Industry,Other Biomass,24783
2015,1,WA,Total Electric Power Industry,Wind,303683
2015,1,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,135996
2015,1,WA,"Combined Heat and Power, Industrial Power",Total,120747
2015,1,WA,"Combined Heat and Power, Industrial Power",Coal,1639
2015,1,WA,"Combined Heat and Power, Industrial Power",Natural Gas,8026
2015,1,WA,"Combined Heat and Power, Industrial Power",Other,6072
2015,1,WA,"Combined Heat and Power, Industrial Power",Petroleum,1496
2015,1,WA,"Combined Heat and Power, Industrial Power",Other Biomass,775
2015,1,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,102738
2015,1,WA,"Combined Heat and Power, Commercial Power",Total,2217
2015,1,WA,"Combined Heat and Power, Commercial Power",Natural Gas,880
2015,1,WA,"Combined Heat and Power, Commercial Power",Petroleum,28
2015,1,WA,"Combined Heat and Power, Commercial Power",Other Biomass,1310
2015,1,WA,"Combined Heat and Power, Electric Power",Total,90396
2015,1,WA,"Combined Heat and Power, Electric Power",Natural Gas,57632
2015,1,WA,"Combined Heat and Power, Electric Power",Other Gases,32764
2015,1,WA,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,WA,"Electric Generators, Independent Power Producers",Total,745052
2015,1,WA,"Electric Generators, Independent Power Producers",Coal,554418
2015,1,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34877
2015,1,WA,"Electric Generators, Independent Power Producers",Natural Gas,93
2015,1,WA,"Electric Generators, Independent Power Producers",Other,4037
2015,1,WA,"Electric Generators, Independent Power Producers",Petroleum,205
2015,1,WA,"Electric Generators, Independent Power Producers",Other Biomass,9007
2015,1,WA,"Electric Generators, Independent Power Producers",Wind,142416
2015,1,WA,"Electric Generators, Electric Utilities",Total,9715546
2015,1,WA,"Electric Generators, Electric Utilities",Pumped Storage,6068
2015,1,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,8113858
2015,1,WA,"Electric Generators, Electric Utilities",Natural Gas,551040
2015,1,WA,"Electric Generators, Electric Utilities",Nuclear,836137
2015,1,WA,"Electric Generators, Electric Utilities",Petroleum,197
2015,1,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,29
2015,1,WA,"Electric Generators, Electric Utilities",Other Biomass,13692
2015,1,WA,"Electric Generators, Electric Utilities",Wind,161267
2015,1,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,33258
2015,1,WI,Total Electric Power Industry,Total,6108426
2015,1,WI,Total Electric Power Industry,Coal,3698246
2015,1,WI,Total Electric Power Industry,Hydroelectric Conventional,160822
2015,1,WI,Total Electric Power Industry,Natural Gas,1060224
2015,1,WI,Total Electric Power Industry,Nuclear,894261
2015,1,WI,Total Electric Power Industry,Other,3576
2015,1,WI,Total Electric Power Industry,Petroleum,17931
2015,1,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,67
2015,1,WI,Total Electric Power Industry,Other Biomass,43934
2015,1,WI,Total Electric Power Industry,Wind,141519
2015,1,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,87844
2015,1,WI,"Combined Heat and Power, Industrial Power",Total,152996
2015,1,WI,"Combined Heat and Power, Industrial Power",Coal,64965
2015,1,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,11201
2015,1,WI,"Combined Heat and Power, Industrial Power",Natural Gas,13625
2015,1,WI,"Combined Heat and Power, Industrial Power",Other,2068
2015,1,WI,"Combined Heat and Power, Industrial Power",Petroleum,9303
2015,1,WI,"Combined Heat and Power, Industrial Power",Other Biomass,2138
2015,1,WI,"Combined Heat and Power, Industrial Power",Wind,663
2015,1,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,49033
2015,1,WI,"Combined Heat and Power, Commercial Power",Total,8331
2015,1,WI,"Combined Heat and Power, Commercial Power",Coal,0
2015,1,WI,"Combined Heat and Power, Commercial Power",Natural Gas,5567
2015,1,WI,"Combined Heat and Power, Commercial Power",Petroleum,4
2015,1,WI,"Combined Heat and Power, Commercial Power",Other Biomass,2759
2015,1,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2015,1,WI,"Combined Heat and Power, Electric Power",Total,41533
2015,1,WI,"Combined Heat and Power, Electric Power",Natural Gas,33182
2015,1,WI,"Combined Heat and Power, Electric Power",Petroleum,0
2015,1,WI,"Combined Heat and Power, Electric Power",Other Biomass,8351
2015,1,WI,"Electric Generators, Independent Power Producers",Total,992663
2015,1,WI,"Electric Generators, Independent Power Producers",Coal,0
2015,1,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7097
2015,1,WI,"Electric Generators, Independent Power Producers",Natural Gas,658
2015,1,WI,"Electric Generators, Independent Power Producers",Nuclear,894261
2015,1,WI,"Electric Generators, Independent Power Producers",Petroleum,9
2015,1,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,67
2015,1,WI,"Electric Generators, Independent Power Producers",Other Biomass,29172
2015,1,WI,"Electric Generators, Independent Power Producers",Wind,41470
2015,1,WI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,19929
2015,1,WI,"Electric Generators, Electric Utilities",Total,4912902
2015,1,WI,"Electric Generators, Electric Utilities",Coal,3633281
2015,1,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,142525
2015,1,WI,"Electric Generators, Electric Utilities",Natural Gas,1007192
2015,1,WI,"Electric Generators, Electric Utilities",Other,1509
2015,1,WI,"Electric Generators, Electric Utilities",Petroleum,8614
2015,1,WI,"Electric Generators, Electric Utilities",Other Biomass,1513
2015,1,WI,"Electric Generators, Electric Utilities",Wind,99386
2015,1,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,18882
2015,1,WV,Total Electric Power Industry,Total,7889671
2015,1,WV,Total Electric Power Industry,Coal,7566449
2015,1,WV,Total Electric Power Industry,Hydroelectric Conventional,124835
2015,1,WV,Total Electric Power Industry,Natural Gas,25755
2015,1,WV,Total Electric Power Industry,Other Gases,3122
2015,1,WV,Total Electric Power Industry,Other,0
2015,1,WV,Total Electric Power Industry,Petroleum,11060
2015,1,WV,Total Electric Power Industry,Other Biomass,371
2015,1,WV,Total Electric Power Industry,Wind,158079
2015,1,WV,"Combined Heat and Power, Industrial Power",Total,106300
2015,1,WV,"Combined Heat and Power, Industrial Power",Coal,50246
2015,1,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,52931
2015,1,WV,"Combined Heat and Power, Industrial Power",Natural Gas,1
2015,1,WV,"Combined Heat and Power, Industrial Power",Other Gases,3122
2015,1,WV,"Combined Heat and Power, Electric Power",Total,30279
2015,1,WV,"Combined Heat and Power, Electric Power",Coal,30230
2015,1,WV,"Combined Heat and Power, Electric Power",Natural Gas,49
2015,1,WV,"Electric Generators, Independent Power Producers",Total,1410434
2015,1,WV,"Electric Generators, Independent Power Producers",Coal,1205427
2015,1,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,27945
2015,1,WV,"Electric Generators, Independent Power Producers",Natural Gas,18064
2015,1,WV,"Electric Generators, Independent Power Producers",Other,0
2015,1,WV,"Electric Generators, Independent Power Producers",Petroleum,547
2015,1,WV,"Electric Generators, Independent Power Producers",Other Biomass,371
2015,1,WV,"Electric Generators, Independent Power Producers",Wind,158079
2015,1,WV,"Electric Generators, Electric Utilities",Total,6342659
2015,1,WV,"Electric Generators, Electric Utilities",Coal,6280546
2015,1,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,43959
2015,1,WV,"Electric Generators, Electric Utilities",Natural Gas,7641
2015,1,WV,"Electric Generators, Electric Utilities",Other,0
2015,1,WV,"Electric Generators, Electric Utilities",Petroleum,10513
2015,1,WY,Total Electric Power Industry,Total,4408195
2015,1,WY,Total Electric Power Industry,Coal,3840662
2015,1,WY,Total Electric Power Industry,Hydroelectric Conventional,27758
2015,1,WY,Total Electric Power Industry,Natural Gas,52539
2015,1,WY,Total Electric Power Industry,Other Gases,33888
2015,1,WY,Total Electric Power Industry,Other,7167
2015,1,WY,Total Electric Power Industry,Petroleum,3432
2015,1,WY,Total Electric Power Industry,Wind,442749
2015,1,WY,"Combined Heat and Power, Industrial Power",Total,125561
2015,1,WY,"Combined Heat and Power, Industrial Power",Coal,37511
2015,1,WY,"Combined Heat and Power, Industrial Power",Natural Gas,46976
2015,1,WY,"Combined Heat and Power, Industrial Power",Other Gases,33888
2015,1,WY,"Combined Heat and Power, Industrial Power",Other,7167
2015,1,WY,"Combined Heat and Power, Industrial Power",Petroleum,19
2015,1,WY,"Electric Generators, Independent Power Producers",Total,292077
2015,1,WY,"Electric Generators, Independent Power Producers",Coal,62779
2015,1,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,320
2015,1,WY,"Electric Generators, Independent Power Producers",Natural Gas,102
2015,1,WY,"Electric Generators, Independent Power Producers",Wind,228876
2015,1,WY,"Electric Generators, Electric Utilities",Total,3990557
2015,1,WY,"Electric Generators, Electric Utilities",Coal,3740372
2015,1,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,27438
2015,1,WY,"Electric Generators, Electric Utilities",Natural Gas,5461
2015,1,WY,"Electric Generators, Electric Utilities",Petroleum,3414
2015,1,WY,"Electric Generators, Electric Utilities",Wind,213873
2015,2,AK,Total Electric Power Industry,Total,577971
2015,2,AK,Total Electric Power Industry,Coal,49886
2015,2,AK,Total Electric Power Industry,Hydroelectric Conventional,127648
2015,2,AK,Total Electric Power Industry,Natural Gas,319178
2015,2,AK,Total Electric Power Industry,Other,-207
2015,2,AK,Total Electric Power Industry,Petroleum,68111
2015,2,AK,Total Electric Power Industry,Other Biomass,3469
2015,2,AK,Total Electric Power Industry,Wind,9885
2015,2,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,2,AK,"Combined Heat and Power, Industrial Power",Total,11595
2015,2,AK,"Combined Heat and Power, Industrial Power",Natural Gas,7126
2015,2,AK,"Combined Heat and Power, Industrial Power",Petroleum,4168
2015,2,AK,"Combined Heat and Power, Industrial Power",Other Biomass,301
2015,2,AK,"Combined Heat and Power, Commercial Power",Total,12740
2015,2,AK,"Combined Heat and Power, Commercial Power",Coal,8575
2015,2,AK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2015,2,AK,"Combined Heat and Power, Commercial Power",Petroleum,997
2015,2,AK,"Combined Heat and Power, Commercial Power",Other Biomass,3168
2015,2,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2015,2,AK,"Combined Heat and Power, Electric Power",Total,14072
2015,2,AK,"Combined Heat and Power, Electric Power",Coal,14072
2015,2,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2015,2,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2015,2,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2015,2,AK,"Electric Generators, Independent Power Producers",Total,3377
2015,2,AK,"Electric Generators, Independent Power Producers",Wind,3377
2015,2,AK,"Electric Generators, Electric Utilities",Total,536186
2015,2,AK,"Electric Generators, Electric Utilities",Coal,27240
2015,2,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,127648
2015,2,AK,"Electric Generators, Electric Utilities",Natural Gas,312052
2015,2,AK,"Electric Generators, Electric Utilities",Other,-207
2015,2,AK,"Electric Generators, Electric Utilities",Petroleum,62945
2015,2,AK,"Electric Generators, Electric Utilities",Wind,6508
2015,2,AL,Total Electric Power Industry,Total,12241322
2015,2,AL,Total Electric Power Industry,Coal,3233929
2015,2,AL,Total Electric Power Industry,Hydroelectric Conventional,799692
2015,2,AL,Total Electric Power Industry,Natural Gas,4446059
2015,2,AL,Total Electric Power Industry,Nuclear,3484189
2015,2,AL,Total Electric Power Industry,Other Gases,2419
2015,2,AL,Total Electric Power Industry,Other,0
2015,2,AL,Total Electric Power Industry,Petroleum,11100
2015,2,AL,Total Electric Power Industry,Other Biomass,2603
2015,2,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,261331
2015,2,AL,"Combined Heat and Power, Industrial Power",Total,338784
2015,2,AL,"Combined Heat and Power, Industrial Power",Coal,9571
2015,2,AL,"Combined Heat and Power, Industrial Power",Natural Gas,83553
2015,2,AL,"Combined Heat and Power, Industrial Power",Other Gases,2419
2015,2,AL,"Combined Heat and Power, Industrial Power",Other,0
2015,2,AL,"Combined Heat and Power, Industrial Power",Petroleum,1502
2015,2,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,2,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,241739
2015,2,AL,"Combined Heat and Power, Electric Power",Total,444762
2015,2,AL,"Combined Heat and Power, Electric Power",Coal,0
2015,2,AL,"Combined Heat and Power, Electric Power",Natural Gas,425169
2015,2,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,19593
2015,2,AL,"Electric Generators, Independent Power Producers",Total,2619217
2015,2,AL,"Electric Generators, Independent Power Producers",Natural Gas,2612962
2015,2,AL,"Electric Generators, Independent Power Producers",Petroleum,3652
2015,2,AL,"Electric Generators, Independent Power Producers",Other Biomass,2603
2015,2,AL,"Electric Generators, Electric Utilities",Total,8838559
2015,2,AL,"Electric Generators, Electric Utilities",Coal,3224358
2015,2,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,799692
2015,2,AL,"Electric Generators, Electric Utilities",Natural Gas,1324375
2015,2,AL,"Electric Generators, Electric Utilities",Nuclear,3484189
2015,2,AL,"Electric Generators, Electric Utilities",Petroleum,5946
2015,2,AL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,2,AR,Total Electric Power Industry,Total,4845050
2015,2,AR,Total Electric Power Industry,Coal,2131743
2015,2,AR,Total Electric Power Industry,Pumped Storage,812
2015,2,AR,Total Electric Power Industry,Hydroelectric Conventional,161023
2015,2,AR,Total Electric Power Industry,Natural Gas,1750861
2015,2,AR,Total Electric Power Industry,Nuclear,669295
2015,2,AR,Total Electric Power Industry,Other,542
2015,2,AR,Total Electric Power Industry,Petroleum,4788
2015,2,AR,Total Electric Power Industry,Other Biomass,5941
