YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2003,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,99423
2003,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,14416
2003,1,AL,"Combined Heat and Power, Electric Power",Total,131950
2003,1,AL,"Combined Heat and Power, Industrial Power",Coal,20979
2003,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,13527
2003,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,104440
2003,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,17409
2003,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,305634
2003,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,1861
2003,1,AL,"Combined Heat and Power, Industrial Power",Other,2934
2003,1,AL,"Combined Heat and Power, Industrial Power",Total,466783
2003,1,AR,Total Electric Power Industry,Coal,1739308
2003,1,AR,Total Electric Power Industry,Petroleum,48503
2003,1,AR,Total Electric Power Industry,Natural Gas,333867
2003,1,AR,Total Electric Power Industry,Nuclear,1392464
2003,1,AR,Total Electric Power Industry,Hydroelectric Conventional,240165
2003,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,160667
2003,1,AR,Total Electric Power Industry,Other Biomass,7391
2003,1,AR,Total Electric Power Industry,Other,11990
2003,1,AR,Total Electric Power Industry,Total,3934354
2003,1,AR,"Electric Generators, Electric Utilities",Coal,1730189
2003,1,AR,"Electric Generators, Electric Utilities",Petroleum,47721
2003,1,AR,"Electric Generators, Electric Utilities",Natural Gas,14960
2003,1,AR,"Electric Generators, Electric Utilities",Nuclear,1392464
2003,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,240066
2003,1,AR,"Electric Generators, Electric Utilities",Total,3425400
2003,1,AR,"Electric Generators, Independent Power Producers",Natural Gas,163071
2003,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,99
2003,1,AR,"Electric Generators, Independent Power Producers",Total,163170
2003,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2003,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,127265
2003,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,7016
2003,1,AR,"Combined Heat and Power, Electric Power",Total,134281
2003,1,AR,"Combined Heat and Power, Commercial Power",Petroleum,9
2003,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,190
2003,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,375
2003,1,AR,"Combined Heat and Power, Commercial Power",Total,574
2003,1,AR,"Combined Heat and Power, Industrial Power",Coal,9119
2003,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,773
2003,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,28380
2003,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,160667
2003,1,AR,"Combined Heat and Power, Industrial Power",Other,11990
2003,1,AR,"Combined Heat and Power, Industrial Power",Total,210929
2003,1,AZ,Total Electric Power Industry,Coal,3329199
2003,1,AZ,Total Electric Power Industry,Petroleum,1756
2003,1,AZ,Total Electric Power Industry,Natural Gas,1002633
2003,1,AZ,Total Electric Power Industry,Nuclear,2819428
2003,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,536307
2003,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,24
2003,1,AZ,Total Electric Power Industry,Other Biomass,1927
2003,1,AZ,Total Electric Power Industry,Pumped Storage,21712
2003,1,AZ,Total Electric Power Industry,Total,7712985
2003,1,AZ,"Electric Generators, Electric Utilities",Coal,3303842
2003,1,AZ,"Electric Generators, Electric Utilities",Petroleum,1253
2003,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,431724
2003,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2819428
2003,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,536307
2003,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,24
2003,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,1580
2003,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,21712
2003,1,AZ,"Electric Generators, Electric Utilities",Total,7115869
2003,1,AZ,"Electric Generators, Independent Power Producers",Petroleum,0
2003,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,530058
2003,1,AZ,"Electric Generators, Independent Power Producers",Total,530058
2003,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,39600
2003,1,AZ,"Combined Heat and Power, Electric Power",Total,39600
2003,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,14
2003,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,1128
2003,1,AZ,"Combined Heat and Power, Commercial Power",Other Biomass,347
2003,1,AZ,"Combined Heat and Power, Commercial Power",Total,1489
2003,1,AZ,"Combined Heat and Power, Industrial Power",Coal,25357
2003,1,AZ,"Combined Heat and Power, Industrial Power",Petroleum,489
2003,1,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,123
2003,1,AZ,"Combined Heat and Power, Industrial Power",Total,25969
2003,1,CA,Total Electric Power Industry,Coal,210749
2003,1,CA,Total Electric Power Industry,Petroleum,165563
2003,1,CA,Total Electric Power Industry,Natural Gas,6915243
2003,1,CA,Total Electric Power Industry,Other Gases,105751
2003,1,CA,Total Electric Power Industry,Nuclear,2610655
2003,1,CA,Total Electric Power Industry,Hydroelectric Conventional,2600211
2003,1,CA,Total Electric Power Industry,Wind,109264
2003,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,13193
2003,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,335811
2003,1,CA,Total Electric Power Industry,Geothermal,1138313
2003,1,CA,Total Electric Power Industry,Other Biomass,191794
2003,1,CA,Total Electric Power Industry,Pumped Storage,-206309
2003,1,CA,Total Electric Power Industry,Other,25088
2003,1,CA,Total Electric Power Industry,Total,14215326
2003,1,CA,"Electric Generators, Electric Utilities",Petroleum,3549
2003,1,CA,"Electric Generators, Electric Utilities",Natural Gas,653121
2003,1,CA,"Electric Generators, Electric Utilities",Nuclear,2610655
2003,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2557109
2003,1,CA,"Electric Generators, Electric Utilities",Wind,7
2003,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,56
2003,1,CA,"Electric Generators, Electric Utilities",Geothermal,97390
2003,1,CA,"Electric Generators, Electric Utilities",Other Biomass,21478
2003,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-206309
2003,1,CA,"Electric Generators, Electric Utilities",Total,5737056
2003,1,CA,"Electric Generators, Independent Power Producers",Petroleum,79937
2003,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,2952190
2003,1,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,43034
2003,1,CA,"Electric Generators, Independent Power Producers",Wind,109257
2003,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13137
2003,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,221079
2003,1,CA,"Electric Generators, Independent Power Producers",Geothermal,1040923
2003,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,118276
2003,1,CA,"Electric Generators, Independent Power Producers",Other,8671
2003,1,CA,"Electric Generators, Independent Power Producers",Total,4586504
2003,1,CA,"Combined Heat and Power, Electric Power",Coal,168260
2003,1,CA,"Combined Heat and Power, Electric Power",Petroleum,69537
2003,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1909923
2003,1,CA,"Combined Heat and Power, Electric Power",Other Gases,126
2003,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,21867
2003,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,15105
2003,1,CA,"Combined Heat and Power, Electric Power",Other,12009
2003,1,CA,"Combined Heat and Power, Electric Power",Total,2196828
2003,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,30
2003,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,129421
2003,1,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,68
2003,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,35181
2003,1,CA,"Combined Heat and Power, Commercial Power",Other,215
2003,1,CA,"Combined Heat and Power, Commercial Power",Total,164915
2003,1,CA,"Combined Heat and Power, Industrial Power",Coal,42489
2003,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,12510
2003,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1270588
2003,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,105625
2003,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,92865
2003,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1753
2003,1,CA,"Combined Heat and Power, Industrial Power",Other,4194
2003,1,CA,"Combined Heat and Power, Industrial Power",Total,1530023
2003,1,CO,Total Electric Power Industry,Coal,3150104
2003,1,CO,Total Electric Power Industry,Petroleum,2156
2003,1,CO,Total Electric Power Industry,Natural Gas,781165
2003,1,CO,Total Electric Power Industry,Other Gases,402
2003,1,CO,Total Electric Power Industry,Hydroelectric Conventional,81364
2003,1,CO,Total Electric Power Industry,Wind,16841
2003,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2003,1,CO,Total Electric Power Industry,Other Biomass,2538
2003,1,CO,Total Electric Power Industry,Pumped Storage,-13593
2003,1,CO,Total Electric Power Industry,Total,4020976
2003,1,CO,"Electric Generators, Electric Utilities",Coal,3123528
2003,1,CO,"Electric Generators, Electric Utilities",Petroleum,2150
2003,1,CO,"Electric Generators, Electric Utilities",Natural Gas,435374
2003,1,CO,"Electric Generators, Electric Utilities",Other Gases,402
2003,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,72222
2003,1,CO,"Electric Generators, Electric Utilities",Wind,7423
2003,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2003,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-13593
2003,1,CO,"Electric Generators, Electric Utilities",Total,3627506
2003,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,141932
2003,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,9142
2003,1,CO,"Electric Generators, Independent Power Producers",Wind,9418
2003,1,CO,"Electric Generators, Independent Power Producers",Total,160492
2003,1,CO,"Combined Heat and Power, Electric Power",Coal,26576
2003,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,186611
2003,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2538
2003,1,CO,"Combined Heat and Power, Electric Power",Total,215725
2003,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,10277
2003,1,CO,"Combined Heat and Power, Commercial Power",Total,10277
2003,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,6
2003,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,6971
2003,1,CO,"Combined Heat and Power, Industrial Power",Total,6977
2003,1,CT,Total Electric Power Industry,Coal,389352
2003,1,CT,Total Electric Power Industry,Petroleum,382609
2003,1,CT,Total Electric Power Industry,Natural Gas,349314
2003,1,CT,Total Electric Power Industry,Other Gases,0
2003,1,CT,Total Electric Power Industry,Nuclear,1447607
2003,1,CT,Total Electric Power Industry,Hydroelectric Conventional,46652
2003,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2003,1,CT,Total Electric Power Industry,Other Biomass,61923
2003,1,CT,Total Electric Power Industry,Pumped Storage,0
2003,1,CT,Total Electric Power Industry,Other,64342
2003,1,CT,Total Electric Power Industry,Total,2741799
2003,1,CT,"Electric Generators, Electric Utilities",Petroleum,533
2003,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4263
2003,1,CT,"Electric Generators, Electric Utilities",Total,4796
2003,1,CT,"Electric Generators, Independent Power Producers",Coal,249487
2003,1,CT,"Electric Generators, Independent Power Producers",Petroleum,370726
2003,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,296656
2003,1,CT,"Electric Generators, Independent Power Producers",Other Gases,0
2003,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1447607
2003,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,42389
2003,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2003,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,61923
2003,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,0
2003,1,CT,"Electric Generators, Independent Power Producers",Other,63223
2003,1,CT,"Electric Generators, Independent Power Producers",Total,2532011
2003,1,CT,"Combined Heat and Power, Electric Power",Coal,139865
2003,1,CT,"Combined Heat and Power, Electric Power",Petroleum,4420
2003,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,29747
2003,1,CT,"Combined Heat and Power, Electric Power",Total,174032
2003,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,100
2003,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,4124
2003,1,CT,"Combined Heat and Power, Commercial Power",Total,4224
2003,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,6830
2003,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,18787
2003,1,CT,"Combined Heat and Power, Industrial Power",Other,1119
2003,1,CT,"Combined Heat and Power, Industrial Power",Total,26736
2003,1,DC,Total Electric Power Industry,Petroleum,9933
2003,1,DC,Total Electric Power Industry,Total,9933
2003,1,DC,"Electric Generators, Independent Power Producers",Petroleum,9933
2003,1,DC,"Electric Generators, Independent Power Producers",Total,9933
2003,1,DE,Total Electric Power Industry,Coal,405289
2003,1,DE,Total Electric Power Industry,Petroleum,302062
2003,1,DE,Total Electric Power Industry,Natural Gas,52067
2003,1,DE,Total Electric Power Industry,Other Gases,9266
2003,1,DE,Total Electric Power Industry,Total,768684
2003,1,DE,"Electric Generators, Electric Utilities",Petroleum,3237
2003,1,DE,"Electric Generators, Electric Utilities",Natural Gas,1053
2003,1,DE,"Electric Generators, Electric Utilities",Total,4290
2003,1,DE,"Electric Generators, Independent Power Producers",Coal,392558
2003,1,DE,"Electric Generators, Independent Power Producers",Petroleum,276430
2003,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,51008
2003,1,DE,"Electric Generators, Independent Power Producers",Total,719996
2003,1,DE,"Combined Heat and Power, Electric Power",Coal,9312
2003,1,DE,"Combined Heat and Power, Electric Power",Petroleum,1161
2003,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,6
2003,1,DE,"Combined Heat and Power, Electric Power",Total,10479
2003,1,DE,"Combined Heat and Power, Industrial Power",Coal,3419
2003,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,21233
2003,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,0
2003,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,9266
2003,1,DE,"Combined Heat and Power, Industrial Power",Total,33918
2003,1,FL,Total Electric Power Industry,Coal,6484029
2003,1,FL,Total Electric Power Industry,Petroleum,2739329
2003,1,FL,Total Electric Power Industry,Natural Gas,5009086
2003,1,FL,Total Electric Power Industry,Other Gases,721
2003,1,FL,Total Electric Power Industry,Nuclear,2914158
2003,1,FL,Total Electric Power Industry,Hydroelectric Conventional,19005
2003,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,190077
2003,1,FL,Total Electric Power Industry,Other Biomass,203509
2003,1,FL,Total Electric Power Industry,Other,319210
2003,1,FL,Total Electric Power Industry,Total,17879123
2003,1,FL,"Electric Generators, Electric Utilities",Coal,6034500
2003,1,FL,"Electric Generators, Electric Utilities",Petroleum,2525236
2003,1,FL,"Electric Generators, Electric Utilities",Natural Gas,4372975
2003,1,FL,"Electric Generators, Electric Utilities",Nuclear,2914158
2003,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,19005
2003,1,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,65
2003,1,FL,"Electric Generators, Electric Utilities",Other Biomass,10574
2003,1,FL,"Electric Generators, Electric Utilities",Other,746
2003,1,FL,"Electric Generators, Electric Utilities",Total,15877258
2003,1,FL,"Electric Generators, Independent Power Producers",Petroleum,186127
2003,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,189520
2003,1,FL,"Electric Generators, Independent Power Producers",Other Gases,6
2003,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,15692
2003,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,129888
2003,1,FL,"Electric Generators, Independent Power Producers",Other,100996
2003,1,FL,"Electric Generators, Independent Power Producers",Total,622229
2003,1,FL,"Combined Heat and Power, Electric Power",Coal,424071
2003,1,FL,"Combined Heat and Power, Electric Power",Petroleum,394
2003,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,364986
2003,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,16813
2003,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,38496
2003,1,FL,"Combined Heat and Power, Electric Power",Other,16793
2003,1,FL,"Combined Heat and Power, Electric Power",Total,861553
2003,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,5048
2003,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,1114
2003,1,FL,"Combined Heat and Power, Commercial Power",Total,6162
2003,1,FL,"Combined Heat and Power, Industrial Power",Coal,25458
2003,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,27571
2003,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,76557
2003,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,715
2003,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,157507
2003,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,23437
2003,1,FL,"Combined Heat and Power, Industrial Power",Other,200675
2003,1,FL,"Combined Heat and Power, Industrial Power",Total,511920
2003,1,GA,Total Electric Power Industry,Coal,6667941
2003,1,GA,Total Electric Power Industry,Petroleum,215133
2003,1,GA,Total Electric Power Industry,Natural Gas,444879
2003,1,GA,Total Electric Power Industry,Nuclear,3062501
2003,1,GA,Total Electric Power Industry,Hydroelectric Conventional,263690
2003,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,265332
2003,1,GA,Total Electric Power Industry,Other Biomass,13023
2003,1,GA,Total Electric Power Industry,Pumped Storage,-73223
2003,1,GA,Total Electric Power Industry,Other,4622
2003,1,GA,Total Electric Power Industry,Total,10863899
2003,1,GA,"Electric Generators, Electric Utilities",Coal,6584126
2003,1,GA,"Electric Generators, Electric Utilities",Petroleum,63035
2003,1,GA,"Electric Generators, Electric Utilities",Natural Gas,13941
2003,1,GA,"Electric Generators, Electric Utilities",Nuclear,3062501
2003,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,260804
2003,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-73223
2003,1,GA,"Electric Generators, Electric Utilities",Total,9911184
2003,1,GA,"Electric Generators, Independent Power Producers",Petroleum,55275
2003,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,400431
2003,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,479
2003,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,1471
2003,1,GA,"Electric Generators, Independent Power Producers",Total,457656
2003,1,GA,"Combined Heat and Power, Electric Power",Petroleum,2659
2003,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,12060
2003,1,GA,"Combined Heat and Power, Electric Power",Total,14719
2003,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,353
2003,1,GA,"Combined Heat and Power, Commercial Power",Total,353
2003,1,GA,"Combined Heat and Power, Industrial Power",Coal,83815
2003,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,93812
2003,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,18447
2003,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2407
2003,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,265332
2003,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,11552
2003,1,GA,"Combined Heat and Power, Industrial Power",Other,4622
2003,1,GA,"Combined Heat and Power, Industrial Power",Total,479986
2003,1,HI,Total Electric Power Industry,Coal,142728
2003,1,HI,Total Electric Power Industry,Petroleum,664820
2003,1,HI,Total Electric Power Industry,Other Gases,3140
2003,1,HI,Total Electric Power Industry,Hydroelectric Conventional,5708
2003,1,HI,Total Electric Power Industry,Wind,43
2003,1,HI,Total Electric Power Industry,Geothermal,3890
2003,1,HI,Total Electric Power Industry,Other Biomass,17135
2003,1,HI,Total Electric Power Industry,Other,15406
2003,1,HI,Total Electric Power Industry,Total,852870
2003,1,HI,"Electric Generators, Electric Utilities",Petroleum,498479
2003,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,72
2003,1,HI,"Electric Generators, Electric Utilities",Wind,42
2003,1,HI,"Electric Generators, Electric Utilities",Total,498593
2003,1,HI,"Electric Generators, Independent Power Producers",Petroleum,0
2003,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2121
2003,1,HI,"Electric Generators, Independent Power Producers",Wind,1
2003,1,HI,"Electric Generators, Independent Power Producers",Geothermal,3890
2003,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,16247
2003,1,HI,"Electric Generators, Independent Power Producers",Other,13293
2003,1,HI,"Electric Generators, Independent Power Producers",Total,35552
2003,1,HI,"Combined Heat and Power, Electric Power",Coal,142728
2003,1,HI,"Combined Heat and Power, Electric Power",Petroleum,151290
2003,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,215
2003,1,HI,"Combined Heat and Power, Electric Power",Other,2113
2003,1,HI,"Combined Heat and Power, Electric Power",Total,296347
2003,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,15050
2003,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,3140
2003,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3514
2003,1,HI,"Combined Heat and Power, Industrial Power",Other Biomass,673
2003,1,HI,"Combined Heat and Power, Industrial Power",Total,22378
2003,1,IA,Total Electric Power Industry,Coal,3244093
2003,1,IA,Total Electric Power Industry,Petroleum,7572
2003,1,IA,Total Electric Power Industry,Natural Gas,19265
2003,1,IA,Total Electric Power Industry,Nuclear,426122
2003,1,IA,Total Electric Power Industry,Hydroelectric Conventional,57665
2003,1,IA,Total Electric Power Industry,Wind,86581
2003,1,IA,Total Electric Power Industry,Other Biomass,10831
2003,1,IA,Total Electric Power Industry,Other,1038
2003,1,IA,Total Electric Power Industry,Total,3853168
2003,1,IA,"Electric Generators, Electric Utilities",Coal,3111683
2003,1,IA,"Electric Generators, Electric Utilities",Petroleum,6642
2003,1,IA,"Electric Generators, Electric Utilities",Natural Gas,16209
2003,1,IA,"Electric Generators, Electric Utilities",Nuclear,426122
2003,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,56909
2003,1,IA,"Electric Generators, Electric Utilities",Wind,2194
2003,1,IA,"Electric Generators, Electric Utilities",Other Biomass,3518
2003,1,IA,"Electric Generators, Electric Utilities",Other,1038
2003,1,IA,"Electric Generators, Electric Utilities",Total,3624315
2003,1,IA,"Electric Generators, Independent Power Producers",Petroleum,188
2003,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,8
2003,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,757
2003,1,IA,"Electric Generators, Independent Power Producers",Wind,84387
2003,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,5017
2003,1,IA,"Electric Generators, Independent Power Producers",Total,90357
2003,1,IA,"Combined Heat and Power, Commercial Power",Coal,19421
2003,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,734
2003,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,1366
2003,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,2296
2003,1,IA,"Combined Heat and Power, Commercial Power",Other,0
2003,1,IA,"Combined Heat and Power, Commercial Power",Total,23817
2003,1,IA,"Combined Heat and Power, Industrial Power",Coal,112989
2003,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,7
2003,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,1683
2003,1,IA,"Combined Heat and Power, Industrial Power",Total,114679
2003,1,ID,Total Electric Power Industry,Coal,4901
2003,1,ID,Total Electric Power Industry,Petroleum,4
2003,1,ID,Total Electric Power Industry,Natural Gas,64055
2003,1,ID,Total Electric Power Industry,Hydroelectric Conventional,450607
2003,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,44008
2003,1,ID,Total Electric Power Industry,Other,3405
2003,1,ID,Total Electric Power Industry,Total,566980
2003,1,ID,"Electric Generators, Electric Utilities",Petroleum,4
2003,1,ID,"Electric Generators, Electric Utilities",Natural Gas,1870
2003,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,427795
2003,1,ID,"Electric Generators, Electric Utilities",Total,429669
2003,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,47921
