YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2019,1,AK,"Electric Generators, Electric Utilities",Other,-244
2019,1,AK,"Electric Generators, Electric Utilities",Petroleum,60887
2019,1,AK,"Electric Generators, Electric Utilities",Wind,7326
2019,1,AL,Total Electric Power Industry,Total,12626313
2019,1,AL,Total Electric Power Industry,Coal,3048255
2019,1,AL,Total Electric Power Industry,Hydroelectric Conventional,1384762
2019,1,AL,Total Electric Power Industry,Natural Gas,3863568
2019,1,AL,Total Electric Power Industry,Nuclear,4012543
2019,1,AL,Total Electric Power Industry,Other Gases,0
2019,1,AL,Total Electric Power Industry,Other,0
2019,1,AL,Total Electric Power Industry,Petroleum,3510
2019,1,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,21405
2019,1,AL,Total Electric Power Industry,Other Biomass,3487
2019,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,288783
2019,1,AL,"Combined Heat and Power, Industrial Power",Total,393391
2019,1,AL,"Combined Heat and Power, Industrial Power",Coal,6733
2019,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,113934
2019,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,0
2019,1,AL,"Combined Heat and Power, Industrial Power",Other,0
2019,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,685
2019,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2019,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,272039
2019,1,AL,"Combined Heat and Power, Electric Power",Total,219735
2019,1,AL,"Combined Heat and Power, Electric Power",Coal,0
2019,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,202992
2019,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,16743
2019,1,AL,"Electric Generators, Independent Power Producers",Total,2146035
2019,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,2123155
2019,1,AL,"Electric Generators, Independent Power Producers",Other,0
2019,1,AL,"Electric Generators, Independent Power Producers",Petroleum,33
2019,1,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,19359
2019,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,3487
2019,1,AL,"Electric Generators, Electric Utilities",Total,9867152
2019,1,AL,"Electric Generators, Electric Utilities",Coal,3041521
2019,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1384762
2019,1,AL,"Electric Generators, Electric Utilities",Natural Gas,1423488
2019,1,AL,"Electric Generators, Electric Utilities",Nuclear,4012543
2019,1,AL,"Electric Generators, Electric Utilities",Petroleum,2791
2019,1,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2045
2019,1,AR,Total Electric Power Industry,Total,5835624
2019,1,AR,Total Electric Power Industry,Coal,2749545
2019,1,AR,Total Electric Power Industry,Pumped Storage,4741
2019,1,AR,Total Electric Power Industry,Hydroelectric Conventional,446099
2019,1,AR,Total Electric Power Industry,Natural Gas,1100296
2019,1,AR,Total Electric Power Industry,Nuclear,1389566
2019,1,AR,Total Electric Power Industry,Other,0
2019,1,AR,Total Electric Power Industry,Petroleum,5742
2019,1,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,10899
2019,1,AR,Total Electric Power Industry,Other Biomass,9106
2019,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,119631
2019,1,AR,"Combined Heat and Power, Industrial Power",Total,158130
2019,1,AR,"Combined Heat and Power, Industrial Power",Coal,7023
2019,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,31116
2019,1,AR,"Combined Heat and Power, Industrial Power",Other,0
2019,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,361
2019,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,119631
2019,1,AR,"Combined Heat and Power, Commercial Power",Total,3776
2019,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,3294
2019,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,482
2019,1,AR,"Combined Heat and Power, Electric Power",Total,119336
2019,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,116127
2019,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,3209
2019,1,AR,"Electric Generators, Independent Power Producers",Total,265213
2019,1,AR,"Electric Generators, Independent Power Producers",Coal,241592
2019,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4533
2019,1,AR,"Electric Generators, Independent Power Producers",Petroleum,2867
2019,1,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,10806
2019,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,5414
2019,1,AR,"Electric Generators, Electric Utilities",Total,5289169
2019,1,AR,"Electric Generators, Electric Utilities",Coal,2500930
2019,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,4741
2019,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,441565
2019,1,AR,"Electric Generators, Electric Utilities",Natural Gas,949759
2019,1,AR,"Electric Generators, Electric Utilities",Nuclear,1389566
2019,1,AR,"Electric Generators, Electric Utilities",Petroleum,2514
2019,1,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,93
2019,1,AZ,Total Electric Power Industry,Total,9084502
2019,1,AZ,Total Electric Power Industry,Coal,2337909
2019,1,AZ,Total Electric Power Industry,Pumped Storage,-15965
2019,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,461387
2019,1,AZ,Total Electric Power Industry,Natural Gas,2990621
2019,1,AZ,Total Electric Power Industry,Nuclear,2978263
2019,1,AZ,Total Electric Power Industry,Other,-250
2019,1,AZ,Total Electric Power Industry,Petroleum,5031
2019,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,265974
2019,1,AZ,Total Electric Power Industry,Other Biomass,3174
2019,1,AZ,Total Electric Power Industry,Wind,44095
2019,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,14262
2019,1,AZ,"Combined Heat and Power, Commercial Power",Total,12742
2019,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,12362
2019,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,2
2019,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,378
2019,1,AZ,"Combined Heat and Power, Electric Power",Total,691
2019,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,691
2019,1,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,AZ,"Electric Generators, Independent Power Producers",Total,1254427
2019,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,961528
2019,1,AZ,"Electric Generators, Independent Power Producers",Other,-250
2019,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,231618
2019,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,3174
2019,1,AZ,"Electric Generators, Independent Power Producers",Wind,44095
2019,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,14262
2019,1,AZ,"Electric Generators, Electric Utilities",Total,7816642
2019,1,AZ,"Electric Generators, Electric Utilities",Coal,2337909
2019,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-15965
2019,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,461387
2019,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,2016040
2019,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2978263
2019,1,AZ,"Electric Generators, Electric Utilities",Other,0
2019,1,AZ,"Electric Generators, Electric Utilities",Petroleum,5029
2019,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,33979
2019,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2019,1,CA,Total Electric Power Industry,Total,14947494
2019,1,CA,Total Electric Power Industry,Coal,26100
2019,1,CA,Total Electric Power Industry,Geothermal,1005259
2019,1,CA,Total Electric Power Industry,Pumped Storage,-102481
2019,1,CA,Total Electric Power Industry,Hydroelectric Conventional,1500367
2019,1,CA,Total Electric Power Industry,Natural Gas,7823522
2019,1,CA,Total Electric Power Industry,Nuclear,1681619
2019,1,CA,Total Electric Power Industry,Other Gases,90711
2019,1,CA,Total Electric Power Industry,Other,68863
2019,1,CA,Total Electric Power Industry,Petroleum,3214
2019,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1344631
2019,1,CA,Total Electric Power Industry,Other Biomass,223812
2019,1,CA,Total Electric Power Industry,Wind,1012302
2019,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,269576
2019,1,CA,"Combined Heat and Power, Industrial Power",Total,1132249
2019,1,CA,"Combined Heat and Power, Industrial Power",Coal,26100
2019,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,894598
2019,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,90711
2019,1,CA,"Combined Heat and Power, Industrial Power",Other,56814
2019,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,122
2019,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,3143
2019,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,338
2019,1,CA,"Combined Heat and Power, Industrial Power",Wind,209
2019,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,60215
2019,1,CA,"Combined Heat and Power, Commercial Power",Total,211805
2019,1,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2019,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1533
2019,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,139198
2019,1,CA,"Combined Heat and Power, Commercial Power",Other,18
2019,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,31
2019,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8622
2019,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,61799
2019,1,CA,"Combined Heat and Power, Commercial Power",Wind,603
2019,1,CA,"Combined Heat and Power, Electric Power",Total,1219002
2019,1,CA,"Combined Heat and Power, Electric Power",Coal,0
2019,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1137110
2019,1,CA,"Combined Heat and Power, Electric Power",Other,7445
2019,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,350
2019,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,15772
2019,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,58324
2019,1,CA,"Electric Generators, Independent Power Producers",Total,6647649
2019,1,CA,"Electric Generators, Independent Power Producers",Geothermal,937500
2019,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,83493
2019,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,3046494
2019,1,CA,"Electric Generators, Independent Power Producers",Other,4559
2019,1,CA,"Electric Generators, Independent Power Producers",Petroleum,202
2019,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1306721
2019,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,145228
2019,1,CA,"Electric Generators, Independent Power Producers",Wind,972416
2019,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,151037
2019,1,CA,"Electric Generators, Electric Utilities",Total,5736789
2019,1,CA,"Electric Generators, Electric Utilities",Geothermal,67759
2019,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-102481
2019,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1415342
2019,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2606121
2019,1,CA,"Electric Generators, Electric Utilities",Nuclear,1681619
2019,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2019,1,CA,"Electric Generators, Electric Utilities",Other,27
2019,1,CA,"Electric Generators, Electric Utilities",Petroleum,2859
2019,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,25795
2019,1,CA,"Electric Generators, Electric Utilities",Other Biomass,675
2019,1,CA,"Electric Generators, Electric Utilities",Wind,39073
2019,1,CO,Total Electric Power Industry,Total,5112601
2019,1,CO,Total Electric Power Industry,Coal,2590044
2019,1,CO,Total Electric Power Industry,Pumped Storage,-19712
2019,1,CO,Total Electric Power Industry,Hydroelectric Conventional,140283
2019,1,CO,Total Electric Power Industry,Natural Gas,1383496
2019,1,CO,Total Electric Power Industry,Other,3883
2019,1,CO,Total Electric Power Industry,Petroleum,972
2019,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,60023
2019,1,CO,Total Electric Power Industry,Other Biomass,6761
2019,1,CO,Total Electric Power Industry,Wind,939878
2019,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,6973
2019,1,CO,"Combined Heat and Power, Industrial Power",Total,7108
2019,1,CO,"Combined Heat and Power, Industrial Power",Coal,1381
2019,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1716
2019,1,CO,"Combined Heat and Power, Industrial Power",Other,3775
2019,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,11
2019,1,CO,"Combined Heat and Power, Industrial Power",Wind,225
2019,1,CO,"Combined Heat and Power, Commercial Power",Total,2341
2019,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,352
2019,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,1119
2019,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2019,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,869
2019,1,CO,"Combined Heat and Power, Commercial Power",Wind,0
2019,1,CO,"Combined Heat and Power, Electric Power",Total,18165
2019,1,CO,"Combined Heat and Power, Electric Power",Coal,0
2019,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,15231
2019,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2934
2019,1,CO,"Electric Generators, Independent Power Producers",Total,995200
2019,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,17152
2019,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,153705
2019,1,CO,"Electric Generators, Independent Power Producers",Other,141
2019,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2019,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,58836
2019,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3827
2019,1,CO,"Electric Generators, Independent Power Producers",Wind,754567
2019,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,6973
2019,1,CO,"Electric Generators, Electric Utilities",Total,4089787
2019,1,CO,"Electric Generators, Electric Utilities",Coal,2588663
2019,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-19712
2019,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,122779
2019,1,CO,"Electric Generators, Electric Utilities",Natural Gas,1211725
2019,1,CO,"Electric Generators, Electric Utilities",Other,-33
2019,1,CO,"Electric Generators, Electric Utilities",Petroleum,961
2019,1,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,318
2019,1,CO,"Electric Generators, Electric Utilities",Wind,185086
2019,1,CT,Total Electric Power Industry,Total,3435247
2019,1,CT,Total Electric Power Industry,Coal,47373
2019,1,CT,Total Electric Power Industry,Pumped Storage,9774
2019,1,CT,Total Electric Power Industry,Hydroelectric Conventional,46417
2019,1,CT,Total Electric Power Industry,Natural Gas,1661815
2019,1,CT,Total Electric Power Industry,Nuclear,1556867
2019,1,CT,Total Electric Power Industry,Other,31405
2019,1,CT,Total Electric Power Industry,Petroleum,16907
2019,1,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,8677
2019,1,CT,Total Electric Power Industry,Other Biomass,34025
2019,1,CT,Total Electric Power Industry,Wind,1052
2019,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,20936
2019,1,CT,"Combined Heat and Power, Industrial Power",Total,49950
2019,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,49814
2019,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,129
2019,1,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,7
2019,1,CT,"Combined Heat and Power, Commercial Power",Total,34987
2019,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,33097
2019,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,1837
2019,1,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,53
2019,1,CT,"Combined Heat and Power, Electric Power",Total,10993
2019,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,10993
2019,1,CT,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,CT,"Electric Generators, Independent Power Producers",Total,3329978
2019,1,CT,"Electric Generators, Independent Power Producers",Coal,47373
2019,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,9774
2019,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,40696
2019,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1564852
2019,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1556867
2019,1,CT,"Electric Generators, Independent Power Producers",Other,31405
2019,1,CT,"Electric Generators, Independent Power Producers",Petroleum,14557
2019,1,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,8440
2019,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,34025
2019,1,CT,"Electric Generators, Independent Power Producers",Wind,1052
2019,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,20936
2019,1,CT,"Electric Generators, Electric Utilities",Total,9340
2019,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,5720
2019,1,CT,"Electric Generators, Electric Utilities",Natural Gas,3058
2019,1,CT,"Electric Generators, Electric Utilities",Petroleum,384
2019,1,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,177
2019,1,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2019,1,DC,Total Electric Power Industry,Total,9114
2019,1,DC,Total Electric Power Industry,Natural Gas,3847
2019,1,DC,Total Electric Power Industry,Petroleum,0
2019,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,670
2019,1,DC,Total Electric Power Industry,Other Biomass,4597
2019,1,DC,"Combined Heat and Power, Commercial Power",Total,8444
2019,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,3847
2019,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2019,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4597
2019,1,DC,"Electric Generators, Independent Power Producers",Total,670
2019,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,670
2019,1,DE,Total Electric Power Industry,Total,282656
2019,1,DE,Total Electric Power Industry,Coal,28692
2019,1,DE,Total Electric Power Industry,Natural Gas,222888
2019,1,DE,Total Electric Power Industry,Other Gases,13015
2019,1,DE,Total Electric Power Industry,Petroleum,9148
2019,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,3036
2019,1,DE,Total Electric Power Industry,Other Biomass,5257
2019,1,DE,Total Electric Power Industry,Wind,619
2019,1,DE,"Combined Heat and Power, Industrial Power",Total,87624
2019,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,73568
2019,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,13015
2019,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,1,DE,"Combined Heat and Power, Industrial Power",Other Biomass,1041
2019,1,DE,"Combined Heat and Power, Commercial Power",Total,619
2019,1,DE,"Combined Heat and Power, Commercial Power",Wind,619
2019,1,DE,"Combined Heat and Power, Electric Power",Total,532
2019,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2019,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,256
2019,1,DE,"Combined Heat and Power, Electric Power",Petroleum,276
2019,1,DE,"Electric Generators, Independent Power Producers",Total,193279
2019,1,DE,"Electric Generators, Independent Power Producers",Coal,28692
2019,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,149006
2019,1,DE,"Electric Generators, Independent Power Producers",Petroleum,8687
2019,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2679
2019,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,4216
2019,1,DE,"Electric Generators, Electric Utilities",Total,601
2019,1,DE,"Electric Generators, Electric Utilities",Natural Gas,59
2019,1,DE,"Electric Generators, Electric Utilities",Petroleum,185
2019,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,357
2019,1,FL,Total Electric Power Industry,Total,18419044
2019,1,FL,Total Electric Power Industry,Coal,1990606
2019,1,FL,Total Electric Power Industry,Hydroelectric Conventional,24586
2019,1,FL,Total Electric Power Industry,Natural Gas,12527488
2019,1,FL,Total Electric Power Industry,Nuclear,2784885
2019,1,FL,Total Electric Power Industry,Other Gases,18
2019,1,FL,Total Electric Power Industry,Other,281140
2019,1,FL,Total Electric Power Industry,Petroleum,150084
2019,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,235235
2019,1,FL,Total Electric Power Industry,Other Biomass,220884
2019,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,204118
2019,1,FL,"Combined Heat and Power, Industrial Power",Total,433960
2019,1,FL,"Combined Heat and Power, Industrial Power",Coal,5040
2019,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,140377
2019,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,18
2019,1,FL,"Combined Heat and Power, Industrial Power",Other,141787
2019,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,1583
2019,1,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,216
2019,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,34936
2019,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,110002
2019,1,FL,"Combined Heat and Power, Commercial Power",Total,6386
2019,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,1799
2019,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2019,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,380
2019,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,4207
2019,1,FL,"Combined Heat and Power, Electric Power",Total,159861
2019,1,FL,"Combined Heat and Power, Electric Power",Coal,0
2019,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,153564
2019,1,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,6297
2019,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2019,1,FL,"Electric Generators, Independent Power Producers",Total,525807
2019,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,158850
2019,1,FL,"Electric Generators, Independent Power Producers",Other,139449
2019,1,FL,"Electric Generators, Independent Power Producers",Petroleum,185
2019,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,30653
2019,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,168867
2019,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,27803
2019,1,FL,"Electric Generators, Electric Utilities",Total,17293031
2019,1,FL,"Electric Generators, Electric Utilities",Coal,1985567
2019,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,24586
2019,1,FL,"Electric Generators, Electric Utilities",Natural Gas,12072899
2019,1,FL,"Electric Generators, Electric Utilities",Nuclear,2784885
2019,1,FL,"Electric Generators, Electric Utilities",Other,-96
2019,1,FL,"Electric Generators, Electric Utilities",Petroleum,148316
2019,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,203986
2019,1,FL,"Electric Generators, Electric Utilities",Other Biomass,6576
2019,1,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,66312
2019,1,GA,Total Electric Power Industry,Total,10412863
2019,1,GA,Total Electric Power Industry,Coal,2003846
2019,1,GA,Total Electric Power Industry,Pumped Storage,41235
2019,1,GA,Total Electric Power Industry,Hydroelectric Conventional,435378
2019,1,GA,Total Electric Power Industry,Natural Gas,4298211
2019,1,GA,Total Electric Power Industry,Nuclear,3063076
2019,1,GA,Total Electric Power Industry,Other,8225
2019,1,GA,Total Electric Power Industry,Petroleum,34069
2019,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,113396
2019,1,GA,Total Electric Power Industry,Other Biomass,28572
2019,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,386854
2019,1,GA,"Combined Heat and Power, Industrial Power",Total,445417
2019,1,GA,"Combined Heat and Power, Industrial Power",Coal,17424
2019,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,602
2019,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,53225
2019,1,GA,"Combined Heat and Power, Industrial Power",Other,8225
2019,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,25827
2019,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,2741
2019,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,337373
2019,1,GA,"Combined Heat and Power, Commercial Power",Total,281
2019,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2019,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,112
2019,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,169
2019,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2019,1,GA,"Combined Heat and Power, Electric Power",Total,7782
2019,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,6998
2019,1,GA,"Combined Heat and Power, Electric Power",Petroleum,166
2019,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,618
2019,1,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2019,1,GA,"Electric Generators, Independent Power Producers",Total,941476
