YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2019,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2166
2019,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,769765
2019,1,GA,"Electric Generators, Independent Power Producers",Petroleum,639
2019,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,94212
2019,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,25213
2019,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,49481
2019,1,GA,"Electric Generators, Electric Utilities",Total,9017906
2019,1,GA,"Electric Generators, Electric Utilities",Coal,1986422
2019,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,41235
2019,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,432610
2019,1,GA,"Electric Generators, Electric Utilities",Natural Gas,3468223
2019,1,GA,"Electric Generators, Electric Utilities",Nuclear,3063076
2019,1,GA,"Electric Generators, Electric Utilities",Other,0
2019,1,GA,"Electric Generators, Electric Utilities",Petroleum,7324
2019,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,19016
2019,1,HI,Total Electric Power Industry,Total,795454
2019,1,HI,Total Electric Power Industry,Coal,94043
2019,1,HI,Total Electric Power Industry,Geothermal,27223
2019,1,HI,Total Electric Power Industry,Hydroelectric Conventional,4518
2019,1,HI,Total Electric Power Industry,Other Gases,626
2019,1,HI,Total Electric Power Industry,Other,29245
2019,1,HI,Total Electric Power Industry,Petroleum,557057
2019,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,13403
2019,1,HI,Total Electric Power Industry,Other Biomass,26415
2019,1,HI,Total Electric Power Industry,Wind,42925
2019,1,HI,"Combined Heat and Power, Industrial Power",Total,21012
2019,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2915
2019,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,626
2019,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,17471
2019,1,HI,"Combined Heat and Power, Commercial Power",Total,32345
2019,1,HI,"Combined Heat and Power, Commercial Power",Other,15698
2019,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,310
2019,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,16338
2019,1,HI,"Combined Heat and Power, Electric Power",Total,156285
2019,1,HI,"Combined Heat and Power, Electric Power",Coal,94043
2019,1,HI,"Combined Heat and Power, Electric Power",Other,0
2019,1,HI,"Combined Heat and Power, Electric Power",Petroleum,62242
2019,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2019,1,HI,"Electric Generators, Independent Power Producers",Total,125737
2019,1,HI,"Electric Generators, Independent Power Producers",Geothermal,27223
2019,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,579
2019,1,HI,"Electric Generators, Independent Power Producers",Other,0
2019,1,HI,"Electric Generators, Independent Power Producers",Petroleum,40026
2019,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,10572
2019,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,4412
2019,1,HI,"Electric Generators, Independent Power Producers",Wind,42925
2019,1,HI,"Electric Generators, Electric Utilities",Total,460076
2019,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1024
2019,1,HI,"Electric Generators, Electric Utilities",Other,13547
2019,1,HI,"Electric Generators, Electric Utilities",Petroleum,437008
2019,1,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2831
2019,1,HI,"Electric Generators, Electric Utilities",Other Biomass,5665
2019,1,IA,Total Electric Power Industry,Total,5930204
2019,1,IA,Total Electric Power Industry,Coal,2475452
2019,1,IA,Total Electric Power Industry,Hydroelectric Conventional,81885
2019,1,IA,Total Electric Power Industry,Natural Gas,582017
2019,1,IA,Total Electric Power Industry,Nuclear,448846
2019,1,IA,Total Electric Power Industry,Other,0
2019,1,IA,Total Electric Power Industry,Petroleum,8530
2019,1,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,982
2019,1,IA,Total Electric Power Industry,Other Biomass,18578
2019,1,IA,Total Electric Power Industry,Wind,2312419
2019,1,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,1495
2019,1,IA,"Combined Heat and Power, Industrial Power",Total,189416
2019,1,IA,"Combined Heat and Power, Industrial Power",Coal,123793
2019,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,62200
2019,1,IA,"Combined Heat and Power, Industrial Power",Other,0
2019,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,1,IA,"Combined Heat and Power, Industrial Power",Other Biomass,3422
2019,1,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2019,1,IA,"Combined Heat and Power, Commercial Power",Total,20292
2019,1,IA,"Combined Heat and Power, Commercial Power",Coal,6408
2019,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,8268
2019,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,1325
2019,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,2381
2019,1,IA,"Combined Heat and Power, Commercial Power",Wind,416
2019,1,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1495
2019,1,IA,"Combined Heat and Power, Electric Power",Total,582
2019,1,IA,"Combined Heat and Power, Electric Power",Natural Gas,0
2019,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,582
2019,1,IA,"Electric Generators, Independent Power Producers",Total,1231381
2019,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,750
2019,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,0
2019,1,IA,"Electric Generators, Independent Power Producers",Nuclear,448846
2019,1,IA,"Electric Generators, Independent Power Producers",Petroleum,46
2019,1,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,318
2019,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,10144
2019,1,IA,"Electric Generators, Independent Power Producers",Wind,771276
2019,1,IA,"Electric Generators, Electric Utilities",Total,4488534
2019,1,IA,"Electric Generators, Electric Utilities",Coal,2345251
2019,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,81135
2019,1,IA,"Electric Generators, Electric Utilities",Natural Gas,511549
2019,1,IA,"Electric Generators, Electric Utilities",Petroleum,7159
2019,1,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,664
2019,1,IA,"Electric Generators, Electric Utilities",Other Biomass,2049
2019,1,IA,"Electric Generators, Electric Utilities",Wind,1540727
2019,1,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2019,1,ID,Total Electric Power Industry,Total,1482426
2019,1,ID,Total Electric Power Industry,Coal,1864
2019,1,ID,Total Electric Power Industry,Geothermal,6667
2019,1,ID,Total Electric Power Industry,Hydroelectric Conventional,791716
2019,1,ID,Total Electric Power Industry,Natural Gas,391863
2019,1,ID,Total Electric Power Industry,Other,6415
2019,1,ID,Total Electric Power Industry,Petroleum,0
2019,1,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,25248
2019,1,ID,Total Electric Power Industry,Other Biomass,10226
2019,1,ID,Total Electric Power Industry,Wind,214631
2019,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,33796
2019,1,ID,"Combined Heat and Power, Industrial Power",Total,52896
2019,1,ID,"Combined Heat and Power, Industrial Power",Coal,1864
2019,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,15249
2019,1,ID,"Combined Heat and Power, Industrial Power",Other,6415
2019,1,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,1,ID,"Combined Heat and Power, Industrial Power",Other Biomass,884
2019,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,28484
2019,1,ID,"Combined Heat and Power, Commercial Power",Total,4185
2019,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas,3220
2019,1,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2019,1,ID,"Combined Heat and Power, Commercial Power",Other Biomass,965
2019,1,ID,"Combined Heat and Power, Electric Power",Total,9087
2019,1,ID,"Combined Heat and Power, Electric Power",Other Biomass,3775
2019,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,5312
2019,1,ID,"Electric Generators, Independent Power Producers",Total,472135
2019,1,ID,"Electric Generators, Independent Power Producers",Geothermal,6667
2019,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,75328
2019,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,162171
2019,1,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,25248
2019,1,ID,"Electric Generators, Independent Power Producers",Other Biomass,3479
2019,1,ID,"Electric Generators, Independent Power Producers",Wind,199241
2019,1,ID,"Electric Generators, Electric Utilities",Total,944123
2019,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,716388
2019,1,ID,"Electric Generators, Electric Utilities",Natural Gas,211223
2019,1,ID,"Electric Generators, Electric Utilities",Petroleum,0
2019,1,ID,"Electric Generators, Electric Utilities",Other Biomass,1122
2019,1,ID,"Electric Generators, Electric Utilities",Wind,15390
2019,1,IL,Total Electric Power Industry,Total,17248290
2019,1,IL,Total Electric Power Industry,Coal,5875239
2019,1,IL,Total Electric Power Industry,Hydroelectric Conventional,12574
2019,1,IL,Total Electric Power Industry,Natural Gas,1071303
2019,1,IL,Total Electric Power Industry,Nuclear,8794772
2019,1,IL,Total Electric Power Industry,Other Gases,22757
2019,1,IL,Total Electric Power Industry,Other,23604
2019,1,IL,Total Electric Power Industry,Petroleum,3824
2019,1,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,2879
2019,1,IL,Total Electric Power Industry,Other Biomass,35654
2019,1,IL,Total Electric Power Industry,Wind,1405683
2019,1,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2019,1,IL,"Combined Heat and Power, Industrial Power",Total,261987
2019,1,IL,"Combined Heat and Power, Industrial Power",Coal,152757
2019,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,62161
2019,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,22757
2019,1,IL,"Combined Heat and Power, Industrial Power",Other,24312
2019,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,1,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2019,1,IL,"Combined Heat and Power, Commercial Power",Total,44726
2019,1,IL,"Combined Heat and Power, Commercial Power",Coal,5204
2019,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,243
2019,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,38609
2019,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,1
2019,1,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,227
2019,1,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2019,1,IL,"Combined Heat and Power, Commercial Power",Wind,441
2019,1,IL,"Combined Heat and Power, Electric Power",Total,63802
2019,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,62715
2019,1,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2019,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,1087
2019,1,IL,"Electric Generators, Independent Power Producers",Total,16434943
2019,1,IL,"Electric Generators, Independent Power Producers",Coal,5325191
2019,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,6858
2019,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,867613
2019,1,IL,"Electric Generators, Independent Power Producers",Nuclear,8794772
2019,1,IL,"Electric Generators, Independent Power Producers",Other,-708
2019,1,IL,"Electric Generators, Independent Power Producers",Petroleum,3278
2019,1,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2578
2019,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,31375
2019,1,IL,"Electric Generators, Independent Power Producers",Wind,1403986
2019,1,IL,"Electric Generators, Electric Utilities",Total,442833
2019,1,IL,"Electric Generators, Electric Utilities",Coal,392088
2019,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,5473
2019,1,IL,"Electric Generators, Electric Utilities",Natural Gas,40205
2019,1,IL,"Electric Generators, Electric Utilities",Other,0
2019,1,IL,"Electric Generators, Electric Utilities",Petroleum,545
2019,1,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,73
2019,1,IL,"Electric Generators, Electric Utilities",Other Biomass,3192
2019,1,IL,"Electric Generators, Electric Utilities",Wind,1257
2019,1,IN,Total Electric Power Industry,Total,9861011
2019,1,IN,Total Electric Power Industry,Coal,6445470
2019,1,IN,Total Electric Power Industry,Hydroelectric Conventional,37404
2019,1,IN,Total Electric Power Industry,Natural Gas,2497576
2019,1,IN,Total Electric Power Industry,Other Gases,170470
2019,1,IN,Total Electric Power Industry,Other,30382
2019,1,IN,Total Electric Power Industry,Petroleum,11072
2019,1,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,20324
2019,1,IN,Total Electric Power Industry,Other Biomass,37532
2019,1,IN,Total Electric Power Industry,Wind,610780
2019,1,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2019,1,IN,"Combined Heat and Power, Industrial Power",Total,337746
2019,1,IN,"Combined Heat and Power, Industrial Power",Coal,0
2019,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,131729
2019,1,IN,"Combined Heat and Power, Industrial Power",Other Gases,170470
2019,1,IN,"Combined Heat and Power, Industrial Power",Other,28416
2019,1,IN,"Combined Heat and Power, Industrial Power",Petroleum,1193
2019,1,IN,"Combined Heat and Power, Industrial Power",Other Biomass,5937
2019,1,IN,"Combined Heat and Power, Commercial Power",Total,19314
2019,1,IN,"Combined Heat and Power, Commercial Power",Coal,2120
2019,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas,13147
2019,1,IN,"Combined Heat and Power, Commercial Power",Other,1966
2019,1,IN,"Combined Heat and Power, Commercial Power",Petroleum,35
2019,1,IN,"Combined Heat and Power, Commercial Power",Other Biomass,2046
2019,1,IN,"Combined Heat and Power, Commercial Power",Wind,0
2019,1,IN,"Combined Heat and Power, Electric Power",Total,649421
2019,1,IN,"Combined Heat and Power, Electric Power",Coal,400926
2019,1,IN,"Combined Heat and Power, Electric Power",Natural Gas,248495
2019,1,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2019,1,IN,"Electric Generators, Independent Power Producers",Total,1850420
2019,1,IN,"Electric Generators, Independent Power Producers",Coal,0
2019,1,IN,"Electric Generators, Independent Power Producers",Natural Gas,1224130
2019,1,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2019,1,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,11398
2019,1,IN,"Electric Generators, Independent Power Producers",Other Biomass,4112
2019,1,IN,"Electric Generators, Independent Power Producers",Wind,610780
2019,1,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2019,1,IN,"Electric Generators, Electric Utilities",Total,7004110
2019,1,IN,"Electric Generators, Electric Utilities",Coal,6042424
2019,1,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,37404
2019,1,IN,"Electric Generators, Electric Utilities",Natural Gas,880076
2019,1,IN,"Electric Generators, Electric Utilities",Other,0
2019,1,IN,"Electric Generators, Electric Utilities",Petroleum,9844
2019,1,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8926
2019,1,IN,"Electric Generators, Electric Utilities",Other Biomass,25436
2019,1,KS,Total Electric Power Industry,Total,4473078
2019,1,KS,Total Electric Power Industry,Coal,1666199
2019,1,KS,Total Electric Power Industry,Hydroelectric Conventional,2578
2019,1,KS,Total Electric Power Industry,Natural Gas,156627
2019,1,KS,Total Electric Power Industry,Nuclear,911787
2019,1,KS,Total Electric Power Industry,Other,416
2019,1,KS,Total Electric Power Industry,Petroleum,6983
2019,1,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,394
2019,1,KS,Total Electric Power Industry,Other Biomass,4899
2019,1,KS,Total Electric Power Industry,Wind,1723195
2019,1,KS,"Combined Heat and Power, Industrial Power",Total,11657
2019,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas,11241
2019,1,KS,"Combined Heat and Power, Industrial Power",Other,416
2019,1,KS,"Combined Heat and Power, Commercial Power",Total,1283
2019,1,KS,"Combined Heat and Power, Commercial Power",Wind,1283
2019,1,KS,"Electric Generators, Independent Power Producers",Total,1589746
2019,1,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2578
2019,1,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,280
2019,1,KS,"Electric Generators, Independent Power Producers",Other Biomass,4899
2019,1,KS,"Electric Generators, Independent Power Producers",Wind,1581989
2019,1,KS,"Electric Generators, Electric Utilities",Total,2870392
2019,1,KS,"Electric Generators, Electric Utilities",Coal,1666199
2019,1,KS,"Electric Generators, Electric Utilities",Natural Gas,145387
2019,1,KS,"Electric Generators, Electric Utilities",Nuclear,911787
2019,1,KS,"Electric Generators, Electric Utilities",Petroleum,6983
2019,1,KS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,114
2019,1,KS,"Electric Generators, Electric Utilities",Wind,139923
2019,1,KY,Total Electric Power Industry,Total,7206231
2019,1,KY,Total Electric Power Industry,Coal,5497838
2019,1,KY,Total Electric Power Industry,Hydroelectric Conventional,429205
2019,1,KY,Total Electric Power Industry,Natural Gas,1223499
2019,1,KY,Total Electric Power Industry,Other,4294
2019,1,KY,Total Electric Power Industry,Petroleum,8864
2019,1,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,2598
2019,1,KY,Total Electric Power Industry,Other Biomass,9326
2019,1,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,30607
2019,1,KY,"Combined Heat and Power, Industrial Power",Total,52704
2019,1,KY,"Combined Heat and Power, Industrial Power",Natural Gas,22097
2019,1,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,30607
2019,1,KY,"Electric Generators, Independent Power Producers",Total,46363
2019,1,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1060
2019,1,KY,"Electric Generators, Independent Power Producers",Natural Gas,44474
2019,1,KY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,125
2019,1,KY,"Electric Generators, Independent Power Producers",Other Biomass,704
2019,1,KY,"Electric Generators, Electric Utilities",Total,7107164
2019,1,KY,"Electric Generators, Electric Utilities",Coal,5497838
2019,1,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,428145
2019,1,KY,"Electric Generators, Electric Utilities",Natural Gas,1156928
2019,1,KY,"Electric Generators, Electric Utilities",Other,4294
2019,1,KY,"Electric Generators, Electric Utilities",Petroleum,8864
2019,1,KY,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2473
2019,1,KY,"Electric Generators, Electric Utilities",Other Biomass,8623
2019,1,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2019,1,LA,Total Electric Power Industry,Total,7698724
2019,1,LA,Total Electric Power Industry,Coal,715339
2019,1,LA,Total Electric Power Industry,Hydroelectric Conventional,93177
2019,1,LA,Total Electric Power Industry,Natural Gas,5438073
2019,1,LA,Total Electric Power Industry,Nuclear,675644
2019,1,LA,Total Electric Power Industry,Other Gases,134836
2019,1,LA,Total Electric Power Industry,Other,49310
2019,1,LA,Total Electric Power Industry,Petroleum,380934
2019,1,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,121
2019,1,LA,Total Electric Power Industry,Other Biomass,7259
2019,1,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,204031
2019,1,LA,"Combined Heat and Power, Industrial Power",Total,2806607
2019,1,LA,"Combined Heat and Power, Industrial Power",Coal,0
2019,1,LA,"Combined Heat and Power, Industrial Power",Natural Gas,2415791
2019,1,LA,"Combined Heat and Power, Industrial Power",Other Gases,134836
2019,1,LA,"Combined Heat and Power, Industrial Power",Other,49310
2019,1,LA,"Combined Heat and Power, Industrial Power",Petroleum,2640
2019,1,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0
2019,1,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,204031
2019,1,LA,"Combined Heat and Power, Commercial Power",Total,14821
2019,1,LA,"Combined Heat and Power, Commercial Power",Natural Gas,14821
2019,1,LA,"Combined Heat and Power, Electric Power",Total,287535
2019,1,LA,"Combined Heat and Power, Electric Power",Natural Gas,287535
2019,1,LA,"Electric Generators, Independent Power Producers",Total,364189
2019,1,LA,"Electric Generators, Independent Power Producers",Coal,246298
2019,1,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,93177
2019,1,LA,"Electric Generators, Independent Power Producers",Natural Gas,17455
2019,1,LA,"Electric Generators, Independent Power Producers",Petroleum,0
2019,1,LA,"Electric Generators, Independent Power Producers",Other Biomass,7259
2019,1,LA,"Electric Generators, Electric Utilities",Total,4225572
2019,1,LA,"Electric Generators, Electric Utilities",Coal,469041
2019,1,LA,"Electric Generators, Electric Utilities",Natural Gas,2702472
2019,1,LA,"Electric Generators, Electric Utilities",Nuclear,675644
2019,1,LA,"Electric Generators, Electric Utilities",Other,0
2019,1,LA,"Electric Generators, Electric Utilities",Petroleum,378294
2019,1,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,121
2019,1,MA,Total Electric Power Industry,Total,2450123
2019,1,MA,Total Electric Power Industry,Coal,0
2019,1,MA,Total Electric Power Industry,Pumped Storage,-37687
2019,1,MA,Total Electric Power Industry,Hydroelectric Conventional,118888
2019,1,MA,Total Electric Power Industry,Natural Gas,1610570
2019,1,MA,Total Electric Power Industry,Nuclear,450438
2019,1,MA,Total Electric Power Industry,Other,74656
2019,1,MA,Total Electric Power Industry,Petroleum,39948
2019,1,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,67254
2019,1,MA,Total Electric Power Industry,Other Biomass,92209
2019,1,MA,Total Electric Power Industry,Wind,20646
2019,1,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,13201
2019,1,MA,"Combined Heat and Power, Industrial Power",Total,24124
2019,1,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,1,MA,"Combined Heat and Power, Industrial Power",Natural Gas,23271
2019,1,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,1,MA,"Combined Heat and Power, Industrial Power",Petroleum,730
2019,1,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,70
2019,1,MA,"Combined Heat and Power, Industrial Power",Wind,53
2019,1,MA,"Combined Heat and Power, Commercial Power",Total,49935
2019,1,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,463
2019,1,MA,"Combined Heat and Power, Commercial Power",Natural Gas,42478
2019,1,MA,"Combined Heat and Power, Commercial Power",Petroleum,1364
2019,1,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,308
2019,1,MA,"Combined Heat and Power, Commercial Power",Other Biomass,2334
2019,1,MA,"Combined Heat and Power, Commercial Power",Wind,2986
2019,1,MA,"Combined Heat and Power, Electric Power",Total,182512
2019,1,MA,"Combined Heat and Power, Electric Power",Natural Gas,182241
2019,1,MA,"Combined Heat and Power, Electric Power",Petroleum,271
2019,1,MA,"Electric Generators, Independent Power Producers",Total,2143676
2019,1,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,1,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-37687
2019,1,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,85477
2019,1,MA,"Electric Generators, Independent Power Producers",Natural Gas,1357913
2019,1,MA,"Electric Generators, Independent Power Producers",Nuclear,450438
2019,1,MA,"Electric Generators, Independent Power Producers",Other,74656
2019,1,MA,"Electric Generators, Independent Power Producers",Petroleum,35226
2019,1,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,62318
2019,1,MA,"Electric Generators, Independent Power Producers",Other Biomass,89875
2019,1,MA,"Electric Generators, Independent Power Producers",Wind,12259
2019,1,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,13201
2019,1,MA,"Electric Generators, Electric Utilities",Total,49875
2019,1,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,32948
2019,1,MA,"Electric Generators, Electric Utilities",Natural Gas,4667
2019,1,MA,"Electric Generators, Electric Utilities",Other,0
2019,1,MA,"Electric Generators, Electric Utilities",Petroleum,2356
2019,1,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4557
2019,1,MA,"Electric Generators, Electric Utilities",Wind,5347
2019,1,MD,Total Electric Power Industry,Total,3287325
2019,1,MD,Total Electric Power Industry,Coal,682368
2019,1,MD,Total Electric Power Industry,Hydroelectric Conventional,297651
2019,1,MD,Total Electric Power Industry,Natural Gas,808525
2019,1,MD,Total Electric Power Industry,Nuclear,1352917
2019,1,MD,Total Electric Power Industry,Other,19145
2019,1,MD,Total Electric Power Industry,Petroleum,12973
2019,1,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,25666
2019,1,MD,Total Electric Power Industry,Other Biomass,27403
2019,1,MD,Total Electric Power Industry,Wind,49657
2019,1,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,11019
2019,1,MD,"Combined Heat and Power, Industrial Power",Total,24976
2019,1,MD,"Combined Heat and Power, Industrial Power",Coal,7524
2019,1,MD,"Combined Heat and Power, Industrial Power",Natural Gas,7057
2019,1,MD,"Combined Heat and Power, Industrial Power",Petroleum,500
2019,1,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,9894
2019,1,MD,"Combined Heat and Power, Commercial Power",Total,85333
2019,1,MD,"Combined Heat and Power, Commercial Power",Coal,0
2019,1,MD,"Combined Heat and Power, Commercial Power",Natural Gas,82288
2019,1,MD,"Combined Heat and Power, Commercial Power",Other,0
2019,1,MD,"Combined Heat and Power, Commercial Power",Petroleum,128
2019,1,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,750
2019,1,MD,"Combined Heat and Power, Commercial Power",Other Biomass,1041
2019,1,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1125
2019,1,MD,"Combined Heat and Power, Electric Power",Total,159368
2019,1,MD,"Combined Heat and Power, Electric Power",Coal,111657
2019,1,MD,"Combined Heat and Power, Electric Power",Natural Gas,25357
2019,1,MD,"Combined Heat and Power, Electric Power",Other,10888
2019,1,MD,"Combined Heat and Power, Electric Power",Petroleum,135
2019,1,MD,"Combined Heat and Power, Electric Power",Other Biomass,11331
2019,1,MD,"Electric Generators, Independent Power Producers",Total,2650214
2019,1,MD,"Electric Generators, Independent Power Producers",Coal,563187
2019,1,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,297651
2019,1,MD,"Electric Generators, Independent Power Producers",Natural Gas,327197
2019,1,MD,"Electric Generators, Independent Power Producers",Nuclear,1352917
2019,1,MD,"Electric Generators, Independent Power Producers",Other,8257
2019,1,MD,"Electric Generators, Independent Power Producers",Petroleum,11885
2019,1,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,24432
2019,1,MD,"Electric Generators, Independent Power Producers",Other Biomass,15031
2019,1,MD,"Electric Generators, Independent Power Producers",Wind,49657
2019,1,MD,"Electric Generators, Electric Utilities",Total,367434
2019,1,MD,"Electric Generators, Electric Utilities",Natural Gas,366626
2019,1,MD,"Electric Generators, Electric Utilities",Petroleum,323
2019,1,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,484
2019,1,ME,Total Electric Power Industry,Total,988263
2019,1,ME,Total Electric Power Industry,Coal,9164
2019,1,ME,Total Electric Power Industry,Hydroelectric Conventional,347609
2019,1,ME,Total Electric Power Industry,Natural Gas,156139
2019,1,ME,Total Electric Power Industry,Other,28072
2019,1,ME,Total Electric Power Industry,Petroleum,4838
